submission_id,age,answer,category,comments,condition,correct_response,education,gender,itemName,languages,responseTime,trialNr,trial_type
3400,47,"There are a couple of fast food joints to choose from. Some restaurants may have more options than others. McDonald's may have a couple of options. There is also a Steak Shake, which may have some vegan options as well.",fullList,,low_prior,NA,Graduated College,male,foodCourt,English,216166,4,main
3400,47,"Classic. I have some classic rock that is pretty hard. I also have some heavy metal, which is pretty hard as well.",,,filler,classic,Graduated College,male,music-hardrock,English,130945,5,filler
3401,71,You might try Taco Bell for their vegan choices.,mostLikely,,high_prior,NA,Graduated High-school,female,foodCourt,english,91299,1,main
3401,71,You could try McCafe'and it is near.  I can give you the address.,mostLikely,,low_prior,NA,Graduated High-school,female,coffeeShop,english,127272,2,main
3401,71,"Sure, I am on Facebook and Instagram.",fullList,,high_prior,NA,Graduated High-school,female,socialMedia,english,117398,3,main
3401,71,Yes and it is at the south end.,taciturn_more,,low_prior,NA,Graduated High-school,female,phoneRepair,english,155196,4,main
3401,71,'teacher',,,filler,teacher,Graduated High-school,female,jobCenter-office,english,140171,5,filler
3402,45,Yes,taciturn,,low_prior,NA,Higher degree,female,phoneRepair,English ,45889,1,main
3402,45,Yes!  We have (3) different Modes of rental vehicles to get around town,yes,,high_prior,NA,Higher degree,female,dricersLicense,English ,119914,2,main
3402,45,The one that has the most Vegan options is Taco Bell but it is not in the mall.,exceptive,,low_prior,NA,Higher degree,female,foodCourt,English ,71576,3,main
3402,45,Teacher,,,filler,teacher,Higher degree,female,jobCenter-engineer,English ,35309,4,filler
3402,45,We accept all cards except Card Blanche,exceptive,,high_prior,NA,Higher degree,female,cardBlanche,English ,57851,5,main
3403,47,"Yes. We have orange juice, apple juice, green juice and cranberry juice. Which one would you prefer?",yes,,low_prior,NA,Graduated High-school,female,airplaneJuice,English,146588,1,main
3403,47,Yes.  The repair shop does not except iphones,exceptive,,low_prior,NA,Graduated High-school,female,phoneRepair,English,112548,2,main
3403,47,Yes. We except all major credit cards except card blanche.,exceptive,,high_prior,NA,Graduated High-school,female,cardBlanche,English,90362,3,main
3403,47,teacher,,,filler,teacher,Graduated High-school,female,jobCenter-office,English,39803,4,filler
3403,47,yes. we have scooters and mopeds,fullList,,high_prior,NA,Graduated High-school,female,dricersLicense,English,144621,5,main
3404,46,"Yes, we have 3 options: mopeds, electric scooters and electric bikes",yes,,low_prior,NA,Graduated College,male,dricersLicense,English,65521,1,main
3404,46,teacher,,,filler,teacher,Graduated College,male,jobCenter-engineer,English,10398,2,filler
3404,46,we only have parking for helicopters and bikes,fullList,,low_prior,NA,Graduated College,male,parking,English,59399,3,main
3404,46,"yes, we accept both and American express and visa",fullList,,high_prior,NA,Graduated College,male,cardBlanche,English,33287,4,main
3404,46,"yes, there is taco bell, shake shack and McDonalds, but the latter only sometimes has vegan options",yes,,high_prior,NA,Graduated College,male,foodCourt,English,73068,5,main
3405,22,"Yes, there are multiple companies available outside!",taciturn_more,,high_prior,NA,Graduated High-school,male,carshring,English,71149,1,main
3405,22,"Yes, I have Instagram and Threads. ",fullList,,low_prior,NA,Graduated High-school,male,socialMedia,English,36843,2,main
3405,22,motorcycle,,,filler,motorcycle,Graduated High-school,male,carRental-fun,English,10066,3,filler
3405,22,"Yes, we accept all credit cards except American Express.",exceptive,,low_prior,NA,Graduated High-school,male,cardBlanche,English,39277,4,main
3405,22,"Yes, they repair Samsung and iPhones.",fullList,,high_prior,NA,Graduated High-school,male,phoneRepair,English,43498,5,main
3406,27,Yes. Taco Bell and sometimes McDonald’s.,fullList,,high_prior,NA,Graduated High-school,female,foodCourt,English,48913,1,main
3406,27,Yes we sell video games.,taciturn,,low_prior,NA,Graduated High-school,female,videoGames,English,32615,2,main
3406,27,Yes we have juice.,taciturn,,high_prior,NA,Graduated High-school,female,airplaneJuice,English,19956,3,main
3406,27,Classic,,,filler,classic,Graduated High-school,female,music-hardrock,English,14562,4,filler
3406,27,"Yes you can, they’re right out front.",taciturn,,low_prior,NA,Graduated High-school,female,carshring,English,37375,5,main
3407,32,classic,,,filler,classic,Higher degree,male,music-hardrock,English,13108,1,filler
3407,32,Yes however we only offer tomato and orange juice. ,fullList,,high_prior,NA,Higher degree,male,airplaneJuice,English,37604,2,main
3407,32,"Yes there is, however they only repair iPhones and Samsung. ",fullList,,high_prior,NA,Higher degree,male,phoneRepair,English,36294,3,main
3407,32,Yes we do but only electric bikes and mopeds. ,fullList,,low_prior,NA,Higher degree,male,dricersLicense,English,32046,4,main
3407,32,We do have parking but only if you are arriving via helicopter or bike. ,fullList,,low_prior,NA,Higher degree,male,parking,English,50863,5,main
3408,37,You can check at cafe Nero or McCafe. they sometimes have decaf options availible.,fullList,,low_prior,NA,Graduated College,female,coffeeShop,english,67472,1,main
3408,37,we only have helicopter and bike parking,fullList,,low_prior,NA,Graduated College,female,parking,english,39162,2,main
3408,37,sculpture,,,filler,sculpture,Graduated College,female,art-drawing,english,18437,3,filler
3408,37,yes.,taciturn,,high_prior,NA,Graduated College,female,phoneRepair,english,29992,4,main
3408,37,yes,taciturn,,high_prior,NA,Graduated College,female,videoGames,english,26941,5,main
3409,61,"Yes we do, but we don't accept American Express.",exceptive,,low_prior,NA,Higher degree,male,cardBlanche,English,49183,1,main
3409,61,"Sure, you can hit me up on Facebook.",mostLikely,,high_prior,NA,Higher degree,male,socialMedia,English,60309,2,main
3409,61,motorcycle,,,filler,motorcycle,Higher degree,male,carRental-fun,English,25990,3,filler
3409,61,"Yes, we sell Playstation and Wii.",fullList,,high_prior,NA,Higher degree,male,videoGames,English,81459,4,main
3409,61,"We do, but we only have orange juice and green juice, we do not serve tomato juice.","fullList, exceptive",,low_prior,NA,Higher degree,male,airplaneJuice,English,77884,5,main
3410,31,Classic,,,filler,classic,Graduated College,male,music-hardrock,English,33081,1,filler
3410,31,"Yes, at Starbucks. ",mostLikely,,low_prior,NA,Graduated College,male,coffeeShop,English,58754,2,main
3410,31,"Yes, but they don’t take iPhones. ",exceptive,,low_prior,NA,Graduated College,male,phoneRepair,English,28966,3,main
3410,31,"Yes, the available options are right outside. ",taciturn,,high_prior,NA,Graduated College,male,carshring,English,43642,4,main
3410,31,"Yes, whoa will you be arriving. ",taciturn,,high_prior,NA,Graduated College,male,parking,English,46325,5,main
3411,27,"“Sure, I have Instagram and Facebook.”",fullList,,high_prior,NA,Graduated College,other,socialMedia,English,38901,1,main
3411,27,"“Yes, we sell PlayStation and Wii video games here.”",fullList,,high_prior,NA,Graduated College,other,videoGames,English,29445,2,main
3411,27,"“There is one, but they don’t repair iPhones. Anything else is fine.”",exceptive,,low_prior,NA,Graduated College,other,phoneRepair,English,32937,3,main
3411,27,“We have parking for helicopters and bicycles only.”,fullList,,low_prior,NA,Graduated College,other,parking,English,38022,4,main
3411,27,teacher,,,filler,teacher,Graduated College,other,jobCenter-engineer,English,10439,5,filler
3412,63,London,,,filler,London,Graduated High-school,female,airport-europe-UPDATED,English,14730,1,filler
3412,63,"Yes, we do.  We offer mopeds and bikes.",fullList,,low_prior,NA,Graduated High-school,female,dricersLicense,English,56524,2,main
3412,63,"Yes, there is, but I need to let you know that they do not repair iPhones.",exceptive,,low_prior,NA,Graduated High-school,female,phoneRepair,English,60699,3,main
3412,63,"Sure, I'm on Facebook and Instagram.",fullList,,high_prior,NA,Graduated High-school,female,socialMedia,English,38208,4,main
3412,63,We accept all credit cards excep Card Blanche.,exceptive,,high_prior,NA,Graduated High-school,female,cardBlanche,English,25246,5,main
3413,37,"Yes, we sell games for most consoles.",taciturn_more,,high_prior,NA,Higher degree,female,videoGames,English,87506,1,main
3413,37,"Yes, we have electric bikes and mopeds available to rent. ",fullList,,low_prior,NA,Higher degree,female,dricersLicense,English,107029,2,main
3413,37,"""McCafe and Cafe Nero sometimes serve decaf and nearby to try.""",fullList,,low_prior,NA,Higher degree,female,coffeeShop,English,143728,3,main
3413,37,classic,,,filler,classic,Higher degree,female,music-softrock,English,11831,4,filler
3413,37,"Yes, we have tomato and orange.",fullList,,high_prior,NA,Higher degree,female,airplaneJuice,English,35111,5,main
3414,50,Yeah. McDonald's and Shake Shack sometimes offer vegan meals. ,fullList,,low_prior,NA,Graduated College,male,foodCourt,English,70728,1,main
3414,50,teacher,,,filler,teacher,Graduated College,male,jobCenter-office,English,43530,2,filler
3414,50,I'm only on Instagram and Threads ,fullList,,low_prior,NA,Graduated College,male,socialMedia,English,50130,3,main
3414,50,"Yeah, but they don't repair Google Pixel phones",exceptive,,high_prior,NA,Graduated College,male,phoneRepair,English,74058,4,main
3414,50,"Yes, but we're don't cater to GameCube",exceptive,,high_prior,NA,Graduated College,male,videoGames,English,50679,5,main
3415,25,We accept all cards except Card Blanche,exceptive,,high_prior,NA,Graduated College,female,cardBlanche,English,36935,1,main
3415,25,There is a repair shop that accepts Google Pixels and Samsung phones,fullList,,low_prior,NA,Graduated College,female,phoneRepair,English,32503,2,main
3415,25,classic,,,filler,classic,Graduated College,female,music-softrock,English,5448,3,filler
3415,25,We have mopeds and electric bikes,fullList,,low_prior,NA,Graduated College,female,dricersLicense,English,27992,4,main
3415,25,"Yes, here are my Facebook and Instagram accounts",fullList,,high_prior,NA,Graduated College,female,socialMedia,English,23163,5,main
3416,46,Sure what is your instagram?,mostLikely,none,low_prior,NA,Graduated High-school,male,socialMedia,english,38336,1,main
3416,46,classic,,none,filler,classic,Graduated High-school,male,music-softrock,english,10336,2,filler
3416,46,Yes but only for helicopters or bikes. ,fullList,none,low_prior,NA,Graduated High-school,male,parking,english,33784,3,main
3416,46,Yes we have games for almost everything except gamecube. ,exceptive,none,high_prior,NA,Graduated High-school,male,videoGames,english,24072,4,main
3416,46,I am not sure to be honest. ,other,none,high_prior,NA,Graduated High-school,male,foodCourt,english,22664,5,main
3417,41,McCafe sometimes has decaf. It's probably your best bet.,mostLikely,,low_prior,NA,Graduated College,female,coffeeShop,,49482,1,main
3417,41,We accept most credit cards except for American Express.,exceptive,,low_prior,NA,Graduated College,female,cardBlanche,,29937,2,main
3417,41,London,,,filler,London,Graduated College,female,airport-europe-UPDATED,,13731,3,filler
3417,41,"Yes, there is. ",taciturn,,high_prior,NA,Graduated College,female,phoneRepair,,31517,4,main
3417,41,"Yes, there is bike parking and a parking garage.",fullList,,high_prior,NA,Graduated College,female,parking,,60902,5,main
3418,58,teacher,,,filler,teacher,Higher degree,female,jobCenter-office,English,21256,1,filler
3418,58,Yes there is a small shop that works on Apple and Samsung,fullList,,high_prior,NA,Higher degree,female,phoneRepair,English,64188,2,main
3418,58,"Sure, you can find me on FB and Insta",fullList,,high_prior,NA,Higher degree,female,socialMedia,English,57437,3,main
3418,58,We have two nearby that sometimes has decaf and farther away there is a Starbucks.,taciturn_more,,low_prior,NA,Higher degree,female,coffeeShop,English,72761,4,main
3418,58,Yes except we do not accept American Express.,exceptive,,low_prior,NA,Higher degree,female,cardBlanche,English,39965,5,main
3419,34,"Yes, it is the third store on the left after passing the restrooms.",taciturn_more,Buy Bitcoin,high_prior,NA,Graduated College,male,phoneRepair,English,47762,1,main
3419,34,"Sure, let me look myself up so you can send me a friend request.",taciturn,Buy Bitcoin,high_prior,NA,Graduated College,male,socialMedia,English,35710,2,main
3419,34,"Yes, Taco Bell has the most vegan friendly options, followed by McDonalds and occasionally Shake Shack offers vegan options as well.",yes,Buy Bitcoin,low_prior,NA,Graduated College,male,foodCourt,English,74117,3,main
3419,34,We accept anything except American Express.,exceptive,Buy Bitcoin,low_prior,NA,Graduated College,male,cardBlanche,English,35960,4,main
3419,34,classic,,Buy Bitcoin,filler,classic,Graduated College,male,music-hardrock,English,17580,5,filler
3420,20,"Yes, we accept American Express and Visa.",fullList,,high_prior,NA,Graduated High-school,female,cardBlanche,English,30444,1,main
3420,20,"No, we do not offer car parking.","exceptive, no",,low_prior,NA,Graduated High-school,female,parking,English,59635,2,main
3420,20,Sure! I use Facebook and Instagram!,fullList,,high_prior,NA,Graduated High-school,female,socialMedia,English,51284,3,main
3420,20,sculpture,,,filler,sculpture,Graduated High-school,female,art-painting,English,18924,4,filler
3420,20,"Yes, there is CityCar and Car2Go.",fullList,,low_prior,NA,Graduated High-school,female,carshring,English,57236,5,main
3421,81,There are several carshare vehicles parked in front right now.,taciturn,,low_prior,NA,Higher degree,female,carshring,English,250471,1,main
3421,81,We have both orange juice and green juice.,fullList,,low_prior,NA,Higher degree,female,airplaneJuice,English,77955,2,main
3421,81,"Yes, I am on both Facebook and Instagram.",fullList,,high_prior,NA,Higher degree,female,socialMedia,English,75939,3,main
3421,81,classic,,,filler,classic,Higher degree,female,music-hardrock,English,36553,4,filler
3421,81,"Yes, there is one for iPhones and Samsungs.",fullList,,high_prior,NA,Higher degree,female,phoneRepair,English,148152,5,main
3422,30,"Yes, we carry games for the Game Cube and Wii.",fullList,,low_prior,NA,Graduated High-school,female,videoGames,English,254628,1,main
3422,30,"Yes, we have orange and green juice available.",fullList,,low_prior,NA,Graduated High-school,female,airplaneJuice,English,101986,2,main
3422,30,"Yes, I can give you my Instagram or my Facebook.",fullList,,high_prior,NA,Graduated High-school,female,socialMedia,English,62684,3,main
3422,30,Sculpture,,,filler,sculpture,Graduated High-school,female,art-drawing,English,27902,4,filler
3422,30,"Yes, I suggest going to Starbucks.",mostLikely,,high_prior,NA,Graduated High-school,female,coffeeShop,English,117158,5,main
3423,56,"Oh sure, I'm on Facebook and Instagram. Let me give you my handles. ",fullList,,high_prior,NA,Higher degree,female,socialMedia,English,230056,1,main
3423,56,"Yes, we do. We accept Card Blanche and Visa. We do not accept American Express.","fullList, exceptive",,low_prior,NA,Higher degree,female,cardBlanche,English,200471,2,main
3423,56,Sure you can. They are usually parked out front just to the right. ,taciturn_more,,high_prior,NA,Higher degree,female,carshring,English,71276,3,main
3423,56,There sure is... You will find a small repair shop next to the office supply store on the first floor. If I'm not mistaken they don't accept iPhones for repair but if you have a Google Pixels or Samsung phone you're in luck.,"fullList, exceptive",,low_prior,NA,Higher degree,female,phoneRepair,English,275295,4,main
3423,56,teacher,,,filler,teacher,Higher degree,female,jobCenter-engineer,English,27355,5,filler
3424,54,"I will connect with you on social media, I have Instagram and Threads that we can connect on.",fullList,,low_prior,NA,Graduated College,male,socialMedia,English,48209,1,main
3424,54,London,,,filler,London,Graduated College,male,airport-usa,English,12806,2,filler
3424,54,"Yes we do, we offer orange juice and tomato juice that you can select.",fullList,,high_prior,NA,Graduated College,male,airplaneJuice,English,46349,3,main
3424,54,"There are shops nearby that have decaf coffee, there is a McCafe and Cafe Nero nearby that you can order decaf coffee at.",fullList,,low_prior,NA,Graduated College,male,coffeeShop,English,59230,4,main
3424,54,Yes we have parking at the hotel. We have a garage for cars and parking spots for bikes available.,fullList,,high_prior,NA,Graduated College,male,parking,English,60134,5,main
3425,19,"we have electric scooters with a less strict license policy, give me a moment while I get more information for you.",yes,none,low_prior,NA,Graduated High-school,female,dricersLicense,english,100084,1,main
3425,19,yes what console do you have? And do you have any preferred game style/,taciturn_more,none,high_prior,NA,Graduated High-school,female,videoGames,english,58049,2,main
3425,19,classic,,none,filler,classic,Graduated High-school,female,music-hardrock,english,16075,3,filler
3425,19,"yes, taco bell would be your best option.",yes,none,low_prior,NA,Graduated High-school,female,foodCourt,english,37443,4,main
3425,19,what type of card do you have?,other,none,high_prior,NA,Graduated High-school,female,cardBlanche,english,37809,5,main
3426,30,"""Hello, thank you for your call. We accept Visa and Card Blanche credit cards. We also accept cash or debit payments.""",fullList,,low_prior,NA,Graduated College,female,cardBlanche,English,112083,1,main
3426,30,"""Sure. Are you on Facebook or Instagram?""",fullList,,high_prior,NA,Graduated College,female,socialMedia,English,33087,2,main
3426,30,"""Hello. We have PlayStation games, as well as a few games for the Wii console.""",fullList,,high_prior,NA,Graduated College,female,videoGames,English,56314,3,main
3426,30,London,,,filler,London,Graduated College,female,airport-europe-UPDATED,English,14047,4,filler
3426,30,"""It looks like a lot of people are using Zipcar and CityCar today. You could also try Zipcar.""",yes,,low_prior,NA,Graduated College,female,carshring,English,64178,5,main
3427,70,teacher,,none,filler,teacher,Graduated High-school,male,jobCenter-office,english,17904,1,filler
3427,70,out front,taciturn,none,high_prior,NA,Graduated High-school,male,carshring,english,34183,2,main
3427,70,"yes, orange juice or green juice",fullList,none,low_prior,NA,Graduated High-school,male,airplaneJuice,english,34732,3,main
3427,70,"I think so, try McDonalds",mostLikely,none,low_prior,NA,Graduated High-school,male,foodCourt,english,35690,4,main
3427,70,"Yes, American Express or Visa",fullList,none,high_prior,NA,Graduated High-school,male,cardBlanche,english,24383,5,main
3428,52,"""classic""",,,filler,classic,Graduated College,female,music-hardrock,English,37400,1,filler
3428,52,Yes.,taciturn,,high_prior,NA,Graduated College,female,coffeeShop,English,65707,2,main
3428,52,"Yes, but not tomato juice.",exceptive,,low_prior,NA,Graduated College,female,airplaneJuice,English,50175,3,main
3428,52,Yes.,taciturn,,high_prior,NA,Graduated College,female,phoneRepair,English,34865,4,main
3428,52,Yes but not Facebook.,exceptive,,low_prior,NA,Graduated College,female,socialMedia,English,64068,5,main
3429,23,"yes, there is a phone repair shop in the mall, but it does not repair every model of phone. i would suggest you ask them",taciturn_more,,high_prior,NA,Graduated High-school,male,phoneRepair,english,51705,1,main
3429,23,classic,,,filler,classic,Graduated High-school,male,music-hardrock,english,7342,2,filler
3429,23,"yes, there are carshares in the front of the building. i suggest you check the app to see what company is there",taciturn_more,,low_prior,NA,Graduated High-school,male,carshring,english,54296,3,main
3429,23,"yes, we have orange juice and green juice",fullList,,low_prior,NA,Graduated High-school,male,airplaneJuice,english,26029,4,main
3429,23,yes there are,,,high_prior,NA,Graduated High-school,male,foodCourt,english,28058,5,main
3430,52,"Yes, we have orange juice and green juice.",fullList,,low_prior,NA,Graduated College,female,airplaneJuice,english,40814,1,main
3430,52,What would you be parking with us?,other,,low_prior,NA,Graduated College,female,parking,english,47615,2,main
3430,52,"Sure, what do you use?",taciturn_more,,high_prior,NA,Graduated College,female,socialMedia,english,28070,3,main
3430,52,"Yes, we have a few options. If you'll be parking in town, you'll want to rent a scooter or a moped. If that isn't an issue, then you'll be fine with our bikes as well.",yes,,high_prior,NA,Graduated College,female,dricersLicense,english,112698,4,main
3430,52,classic,,,filler,classic,Graduated College,female,music-hardrock,english,10066,5,filler
3433,67,Yes! Its on the second floor right next to Macy's Department store.,taciturn_more,,high_prior,NA,Graduated College,female,phoneRepair,English,75504,1,main
3433,67,Of course. There should be some cars available right outside the exit to your right.,taciturn_more,,high_prior,NA,Graduated College,female,carshring,English,63817,2,main
3433,67,"yes, we do. I have tomato, orange and green juice available today.",yes,,low_prior,NA,Graduated College,female,airplaneJuice,English,54681,3,main
3433,67,"Yes, right on the corner there is a McCafe. They usually have decaf available. And across the street there is a Cafe Nero which sometimes has decaf. And then about 5 blocks down there is a Starbucks which always has decaf available.",other,,low_prior,NA,Graduated College,female,coffeeShop,English,164496,4,main
3433,67,London,,,filler,London,Graduated College,female,airport-usa,English,18166,5,filler
3444,37,YES PLEASE,taciturn,no,high_prior,NA,Graduated College,male,dricersLicense,english,135084,1,main
3444,37,London,,no,filler,London,Graduated College,male,airport-europe-UPDATED,english,46082,2,filler
3444,37,yes we do,taciturn,no,high_prior,NA,Graduated College,male,videoGames,english,66211,3,main
3444,37,sure,taciturn,no,low_prior,NA,Graduated College,male,socialMedia,english,51891,4,main
3444,37,yes ,taciturn,no,low_prior,NA,Graduated College,male,carshring,english,88466,5,main
3431,24,"sure, go ahead",taciturn,,high_prior,NA,Graduated College,male,socialMedia,English,25379,1,main
3431,24,yes you can.,taciturn,,low_prior,NA,Graduated College,male,carshring,English,75686,2,main
3431,24,"yes, there are.",taciturn,,high_prior,NA,Graduated College,male,foodCourt,English,51944,3,main
3431,24,"yes, there is.",taciturn,,low_prior,NA,Graduated College,male,phoneRepair,English,43314,4,main
3431,24,classic,,,filler,classic,Graduated College,male,music-softrock,English,39626,5,filler
3432,21,classic,,,filler,classic,Graduated College,other,music-softrock,English,23101,1,filler
3432,21,"Yes, we do accept all credit cards except for American Express.",exceptive,,low_prior,NA,Graduated College,other,cardBlanche,English,63719,2,main
3432,21,"Yes. CityCar, Car2Go, and Zipcar usually have vehicles in the lot outside of here, but it looks like there are not any CityCar vehicles today.","fullList, exceptive",,high_prior,NA,Graduated College,other,carshring,English,91546,3,main
3432,21,"We have parking for bicycles and for helicopters, but we do not have parking for vehicles.","fullList, exceptive",,low_prior,NA,Graduated College,other,parking,English,54873,4,main
3432,21,"Yes, there is a Starbucks and a McDonalds nearby.",fullList,,high_prior,NA,Graduated College,other,coffeeShop,English,64828,5,main
3434,35,"Yes, there's a small repair shop in the mall.",taciturn,No additional comments.,high_prior,NA,Graduated High-school,male,phoneRepair,English,77240,1,main
3434,35,"Yes, you should be able to find available carshares right now in front of the cinema.",taciturn,No additional comments.,low_prior,NA,Graduated High-school,male,carshring,English,72653,2,main
3434,35,"You should be able to find decaf coffee nearby if you go with McCafe options, Cafe Nero may be an option too but they're less likely to have decaf options.",fullList,No additional comments.,low_prior,NA,Graduated High-school,male,coffeeShop,English,107426,3,main
3434,35,classic,,No additional comments.,filler,classic,Graduated High-school,male,music-softrock,English,11691,4,filler
3434,35,"Yes, we have plenty of parking at the hotel.",taciturn,No additional comments.,high_prior,NA,Graduated High-school,male,parking,English,59791,5,main
3435,23,"Sure, McCafe may have some, they're near here, or Cafe Nero. Though your best bet if they're out is Starbucks, they always have it.",yes,,low_prior,NA,Graduated High-school,female,coffeeShop,English,113274,1,main
3435,23,"We do, an electric scooter's probably your best option, and there's also mopeds available if you like.",fullList,,high_prior,NA,Graduated High-school,female,dricersLicense,English,65395,2,main
3435,23,teacher,,,filler,teacher,Graduated High-school,female,jobCenter-office,English,7105,3,filler
3435,23,"There's a small one, they accept Samsungs as well as Google Pixels.",fullList,,low_prior,NA,Graduated High-school,female,phoneRepair,English,58679,4,main
3435,23,"Yes, we have tomato juice and we have orange juice.",fullList,,high_prior,NA,Graduated High-school,female,airplaneJuice,English,35856,5,main
3436,60,"Yes, try Taco Bell.  They have vegan items.",mostLikely,,high_prior,NA,Graduated High-school,female,foodCourt,English,68052,1,main
3436,60,"We have parking for bikes and helicopters, but not a car garage.","fullList, exceptive",,low_prior,NA,Graduated High-school,female,parking,English,128907,2,main
3436,60,There is! They fix all phones except iPhones.,exceptive,,low_prior,NA,Graduated High-school,female,phoneRepair,English,71454,3,main
3436,60,"Your best bet is Starbucks, but McCafe sometimes has decaf, too.",fullList,,high_prior,NA,Graduated High-school,female,coffeeShop,English,104097,4,main
3436,60,teacher,,,filler,teacher,Graduated High-school,female,jobCenter-office,English,16383,5,filler
3437,35,yes,taciturn,good study,high_prior,NA,Higher degree,male,coffeeShop,English,61142,1,main
3437,35,sculpture,,good study,filler,sculpture,Higher degree,male,art-drawing,English,69165,2,filler
