submission_id,age,ambiguous_response,itemName,category,answer,comments,correct_response,education,experiment_duration,experiment_end_time,experiment_start_time,gender,languages,responseTime,settingName,trialNr,trial_type,competitor,sameCategory,otherCategory
92,62,NA,petAdoption-hamster,sameCategory,No I'm sorry but we do have some beautiful gerbils and mice.,NA,main,Graduated College,520701,1667218817681,1667218296980,female,English,74520,petAdoption,1,main,0.7925,0.5428125,0.2003125
92,62,NA,disney-princess,other,Not today but we have lots of other great characters.,NA,main,Graduated College,520701,1667218817681,1667218296980,female,English,47783,disney,2,main,0.7328571428571429,0.6878571428571428,0.4442857142857143
92,62,NA,bookingAgency-highClassAccommodation,competitor,We have a suite in a four star or a luxury lodge.,NA,main,Graduated College,520701,1667218817681,1667218296980,female,English,83652,bookingAgency,3,main,0.6166666666666667,0.6683333333333334,0.09666666666666668
92,62,NA,touristInfo-clubbing,competitor,we do have a club event with a hip hop dj,NA,main,Graduated College,520701,1667218817681,1667218296980,female,English,68653,touristInfo,4,main,0.6145454545454545,0.4509090909090909,0.3190909090909091
92,62,1,cafe-pizza,competitor,Yes we have a cheese pizza.,NA,main,Graduated College,520701,1667218817681,1667218296980,female,English,35283,cafe,5,main,0.6307142857142857,0.3589285714285714,0.49964285714285717
92,62,NA,bar-tea,sameCategory,No I'm sorry we could offer soda or lemonade.,NA,main,Graduated College,520701,1667218817681,1667218296980,female,English,56466,bar,7,main,0.5914285714285714,0.5557142857142858,0.2414285714285714
92,62,NA,gym-boxing,competitor,We do have kick boxing,NA,main,Graduated College,520701,1667218817681,1667218296980,female,English,30990,gymActivities,8,main,0.7658333333333333,0.6591666666666667,0.33458333333333334
92,62,NA,clothing-winter,sameCategory,No but we have some sweatshirts or cosy hoodies.,NA,main,Graduated College,520701,1667218817681,1667218296980,female,English,38195,clothing,9,main,0.609,0.629,0.1855
96,51,NA,plants-green,taciturn,No sorry I do not.,NA,main,Graduated College,736212,1667218998155,1667218261943,male,English,44448,plants,1,main,0.5927777777777777,0.4822222222222222,0.4772222222222222
96,51,NA,bookingAgency-lowClassAccommodation,sameCategory,No sorry there isn't but I there is a room available in a B and B or there is the option to couch surf.,NA,main,Graduated College,736212,1667218998155,1667218261943,male,English,94498,bookingAgency,2,main,0.5255555555555556,0.683888888888889,0.09222222222222223
96,51,NA,clothing-beach,competitor,No sorry we don't have Hawaiian shirts just normal T Shirts,NA,main,Graduated College,736212,1667218998155,1667218261943,male,English,61936,clothing,3,main,0.525625,0.5387500000000001,0.304375
96,51,NA,books-romance,sameCategory,Sorry no but we do have romance novels and books for french love letters.,NA,main,Graduated College,736212,1667218998155,1667218261943,male,English,59342,books,4,main,0.75,0.5518181818181819,0.22954545454545455
96,51,NA,dutyFree-smokes,competitor,Sorry no but do have cigarettes,NA,main,Graduated College,736212,1667218998155,1667218261943,male,English,41205,dutyFree,5,main,0.6876923076923077,0.5176923076923077,0.31846153846153846
96,51,NA,bar-whiteWine,competitor,Sorry no but what about a Chardonnay instead.,NA,main,Graduated College,736212,1667218998155,1667218261943,male,English,49270,bar,6,main,0.694375,0.343125,0.2796875
96,51,NA,petAdoption-dogs,sameCategory,"Sorry no, but what about a Golden Retriever or a chocolate Lab?",NA,main,Graduated College,736212,1667218998155,1667218261943,male,English,69487,petAdoption,7,main,0.36727272727272725,0.5036363636363637,0.14954545454545454
96,51,NA,gym-yoga,taciturn,Sorry no we don't,NA,main,Graduated College,736212,1667218998155,1667218261943,male,English,28868,gymActivities,8,main,0.62,0.5859090909090909,0.2913636363636364
93,41,NA,electronics-console,taciturn,I'm afraid not.,NA,main,Higher degree,592941,1667218861635,1667218268694,male,NA,36938,electronics,1,main,0.446875,0.43937499999999996,0.3746875
93,41,1,dutyFree-sweets,other,we have something similar,NA,main,Higher degree,592941,1667218861635,1667218268694,male,NA,24487,dutyFree,6,main,0.7011111111111111,0.6200000000000001,0.4216666666666667
93,41,NA,plants-flowers,other,"I'm afraid I don't, but I have other flowers",NA,main,Higher degree,592941,1667218861635,1667218268694,male,NA,79153,plants,7,main,0.6066666666666667,0.5393333333333333,0.474
93,41,NA,bookingAgency-highClassAccommodation,other,"We have something similar, but not in 5 star",NA,main,Higher degree,592941,1667218861635,1667218268694,male,NA,41517,bookingAgency,8,main,0.6166666666666667,0.6683333333333334,0.09666666666666668
93,41,NA,gym-boxing,competitor,We offer kickboxing classes if that is any good for you?,NA,main,Higher degree,592941,1667218861635,1667218268694,male,NA,65777,gymActivities,9,main,0.7658333333333333,0.6591666666666667,0.33458333333333334
93,41,NA,waterSport-muscle,other,We dont rent canoes but we do have other options,NA,main,Higher degree,592941,1667218861635,1667218268694,male,NA,92745,waterSport,11,main,0.71375,0.6059375,0.42000000000000004
95,34,NA,books-fantasy,sameCategory,"Hello, we currently have science fiction and adventure novels which may interest you?",NA,main,Higher degree,648267,1667218918202,1667218269935,female,English,98760,books,2,main,0.6138461538461538,0.6207692307692307,0.36269230769230765
95,34,NA,zoo-reptiles,other,"There are no chameleons, there’s lots of other animals to see though!",NA,main,Higher degree,648267,1667218918202,1667218269935,female,English,76616,zoo,3,main,0.8405882352941176,0.655,0.4797058823529412
95,34,1,disney-princess,other,"Unfortunately Moana is away fishing today, is there any other people you would like to meet?",NA,main,Higher degree,648267,1667218918202,1667218269935,female,English,59807,disney,4,main,0.7328571428571429,0.6878571428571428,0.4442857142857143
95,34,NA,kidsActivities-sports,sameCategory,"No but there’s an athletics or dancing, would you be interested in those?",NA,main,Higher degree,648267,1667218918202,1667218269935,female,English,68411,kidsActivities,6,main,0.6115384615384616,0.5692307692307692,0.31346153846153846
95,34,NA,friendsActivities-videoEntertainment,sameCategory,No I have a Playstation and a wii though,NA,main,Higher degree,648267,1667218918202,1667218269935,female,English,49030,friendsActivities,7,main,0.4625,0.42291666666666666,0.2825
95,34,NA,petAdoption-hamster,sameCategory,"No we do not, only mice and gerbils at the moment sorry.",NA,main,Higher degree,648267,1667218918202,1667218269935,female,English,43128,petAdoption,9,main,0.7925,0.5428125,0.2003125
95,34,NA,cafe-pizza,competitor,"We have a cheese pizza, do you eat dairy?",NA,main,Higher degree,648267,1667218918202,1667218269935,female,English,40623,cafe,10,main,0.6307142857142857,0.3589285714285714,0.49964285714285717
95,34,NA,bar-tea,sameCategory,"No but we have iced coffee, soda and home made lemonade which is lovely, would you like any of those?",NA,main,Higher degree,648267,1667218918202,1667218269935,female,English,58807,bar,11,main,0.5914285714285714,0.5557142857142858,0.2414285714285714
97,36,NA,kidsActivities-crafts,sameCategory,"No there is not, but have a look at the other classes on offer. I think you might enjoy the sewing or oragami?
",NA,main,Higher degree,846575,1667219127224,1667218280649,female,English,96367,kidsActivities,1,main,0.65875,0.6168750000000001,0.29125
97,36,NA,touristInfo-childTheatre,competitor,There is a circus performance today that the kids will love!,NA,main,Higher degree,846575,1667219127224,1667218280649,female,English,45439,touristInfo,2,main,0.7173333333333334,0.29066666666666663,0.23266666666666666
97,36,NA,gym-yoga,competitor,No but we have Pilates classes that are great for strength and core.,NA,main,Higher degree,846575,1667219127224,1667218280649,female,English,49468,gymActivities,4,main,0.62,0.5859090909090909,0.2913636363636364
97,36,NA,bookingAgency-lowClassAccommodation,other,No but there are other options that will probably suit your budget.,NA,main,Higher degree,846575,1667219127224,1667218280649,female,English,217947,bookingAgency,7,main,0.5255555555555556,0.683888888888889,0.09222222222222223
97,36,NA,furniture-indoors,other,"No, but please have a look at some of the other options available.",NA,main,Higher degree,846575,1667219127224,1667218280649,female,English,34197,furniture,8,main,0.502,0.40700000000000003,0.31700000000000006
97,36,NA,cafe-pie,competitor,We have this delicious raspberry pie!,NA,main,Higher degree,846575,1667219127224,1667218280649,female,English,38975,cafe,9,main,0.726,0.33099999999999996,0.22899999999999998
97,36,NA,books-romance,competitor,We have this amazing book of love letters written in France.,NA,main,Higher degree,846575,1667219127224,1667218280649,female,English,32327,books,10,main,0.75,0.5518181818181819,0.22954545454545455
97,36,NA,waterSport-motor,competitor,We have some great water skis to hire.,NA,main,Higher degree,846575,1667219127224,1667218280649,female,English,90625,waterSport,11,main,0.7446666666666667,0.6006666666666667,0.5023333333333333
103,40,NA,kidsActivities-sports,taciturn,No there isn't,NA,main,Graduated College,362617,1667240241654,1667239879037,female,English,47683,kidsActivities,1,main,0.6115384615384616,0.5692307692307692,0.31346153846153846
103,40,NA,plants-flowers,taciturn,"No I don't, sorry.",NA,main,Graduated College,362617,1667240241654,1667239879037,female,English,105679,plants,2,main,0.6066666666666667,0.5393333333333333,0.474
103,40,NA,books-fantasy,taciturn,"No, I don't. Sorry",NA,main,Graduated College,362617,1667240241654,1667239879037,female,English,21377,books,3,main,0.6138461538461538,0.6207692307692307,0.36269230769230765
103,40,NA,zoo-reptiles,taciturn,we don't have chameleons,NA,main,Graduated College,362617,1667240241654,1667239879037,female,English,20178,zoo,4,main,0.8405882352941176,0.655,0.4797058823529412
103,40,NA,bookingAgency-highClassAccommodation,taciturn,no there isn't,NA,main,Graduated College,362617,1667240241654,1667239879037,female,English,23317,bookingAgency,5,main,0.6166666666666667,0.6683333333333334,0.09666666666666668
103,40,NA,gym-boxing,taciturn,no we don't,NA,main,Graduated College,362617,1667240241654,1667239879037,female,English,13453,gymActivities,7,main,0.7658333333333333,0.6591666666666667,0.33458333333333334
103,40,NA,bar-tea,taciturn,no we don't,NA,main,Graduated College,362617,1667240241654,1667239879037,female,English,13865,bar,8,main,0.5914285714285714,0.5557142857142858,0.2414285714285714
103,40,NA,touristInfo-clubbing,competitor,"no, just a club event with a hip hop DJ",NA,main,Graduated College,362617,1667240241654,1667239879037,female,English,46383,touristInfo,11,main,0.6145454545454545,0.4509090909090909,0.3190909090909091
104,20,NA,electronics-laptop,taciturn,No I do not,NA,main,Graduated High-school,366256,1667240244906,1667239878650,female,English,18196,electronics,1,main,0.68,0.27375000000000005,0.21125
104,20,NA,clothing-beach,taciturn,No I do not,NA,main,Graduated High-school,366256,1667240244906,1667239878650,female,English,14390,clothing,2,main,0.525625,0.5387500000000001,0.304375
104,20,NA,waterSport-motor,taciturn,No we don't,NA,main,Graduated High-school,366256,1667240244906,1667239878650,female,English,49136,waterSport,4,main,0.7446666666666667,0.6006666666666667,0.5023333333333333
104,20,NA,cafe-pie,taciturn,No we don't,NA,main,Graduated High-school,366256,1667240244906,1667239878650,female,English,89137,cafe,5,main,0.726,0.33099999999999996,0.22899999999999998
104,20,NA,furniture-indoors,taciturn,No we don't,NA,main,Graduated High-school,366256,1667240244906,1667239878650,female,English,9960,furniture,6,main,0.502,0.40700000000000003,0.31700000000000006
104,20,NA,gym-yoga,taciturn,No we dont,NA,main,Graduated High-school,366256,1667240244906,1667239878650,female,English,62401,gymActivities,7,main,0.62,0.5859090909090909,0.2913636363636364
104,20,NA,kidsActivities-crafts,taciturn,"No
",NA,main,Graduated High-school,366256,1667240244906,1667239878650,female,English,11010,kidsActivities,10,main,0.65875,0.6168750000000001,0.29125
104,20,NA,petAdoption-dogs,taciturn,"No
",NA,main,Graduated High-school,366256,1667240244906,1667239878650,female,English,9309,petAdoption,11,main,0.36727272727272725,0.5036363636363637,0.14954545454545454
105,37,NA,bar-whiteWine,competitor,"No sorry, but we do have Chardonnay",NA,main,Graduated High-school,485605,1667240354134,1667239868529,female,English,29781,bar,1,main,0.694375,0.343125,0.2796875
105,37,NA,dutyFree-smokes,competitor,"Only cigarettes, sorry",NA,main,Graduated High-school,485605,1667240354134,1667239868529,female,English,48153,dutyFree,3,main,0.6876923076923077,0.5176923076923077,0.31846153846153846
105,37,1,gym-yoga,other,"No, sorry, but here is what we do offer",NA,main,Graduated High-school,485605,1667240354134,1667239868529,female,English,29495,gymActivities,4,main,0.62,0.5859090909090909,0.2913636363636364
105,37,NA,waterSport-motor,taciturn,No sorry,NA,main,Graduated High-school,485605,1667240354134,1667239868529,female,English,76399,waterSport,5,main,0.7446666666666667,0.6006666666666667,0.5023333333333333
105,37,NA,petAdoption-dogs,sameCategory,"Currently no Dalmatians, but we do have some gorgeous chocolate labs and golden retrievers.",NA,main,Graduated High-school,485605,1667240354134,1667239868529,female,English,74128,petAdoption,7,main,0.36727272727272725,0.5036363636363637,0.14954545454545454
105,37,NA,clothing-beach,sameCategory,"Sorry no Hawaiian shirts at the minute, but please check out our stock of t-shits and tank tops, I am sure there will be something you will like.",NA,main,Graduated High-school,485605,1667240354134,1667239868529,female,English,74431,clothing,8,main,0.525625,0.5387500000000001,0.304375
105,37,NA,movie-fantasy,taciturn,"No not today, sorry",NA,main,Graduated High-school,485605,1667240354134,1667239868529,female,English,22575,movie,10,main,0.5854545454545454,0.46545454545454545,0.6022727272727273
105,37,NA,disney-action,sameCategory,"Not today sorry, but Spiderman, Batman and Hulk are here",NA,main,Graduated High-school,485605,1667240354134,1667239868529,female,English,47329,disney,11,main,0.8253846153846154,0.7434615384615384,0.3388461538461539
108,29,1,books-romance,taciturn,"I'm sorry, we don't currently. Would you like me to order some?",NA,main,Graduated College,562006,1667240441550,1667239879544,female,English,94747,books,2,main,0.75,0.5518181818181819,0.22954545454545455
108,29,NA,disney-action,competitor,"Superman's currently out fighting crime, however Batman is excited you meet you.",NA,main,Graduated College,562006,1667240441550,1667239879544,female,English,87204,disney,3,main,0.8253846153846154,0.7434615384615384,0.3388461538461539
108,29,NA,dutyFree-smokes,competitor,"I'm afraid not, we do sell cigarettes, however.",NA,main,Graduated College,562006,1667240441550,1667239879544,female,English,38141,dutyFree,4,main,0.6876923076923077,0.5176923076923077,0.31846153846153846
108,29,NA,bar-whiteWine,competitor,"Sorry, ma'am, however we do have a lovely bottle of chardonnay if you're willing to try.",NA,main,Graduated College,562006,1667240441550,1667239879544,female,English,49068,bar,6,main,0.694375,0.343125,0.2796875
108,29,1,kidsActivities-crafts,other,"No, here is a list of available classes",NA,main,Graduated College,562006,1667240441550,1667239879544,female,English,18334,kidsActivities,7,main,0.65875,0.6168750000000001,0.29125
108,29,NA,zoo-xl,other,"I don't think there are tigers at this zoo, but there's still plenty of other animals to see",NA,main,Graduated College,562006,1667240441550,1667239879544,female,English,46707,zoo,8,main,0.8553846153846153,0.6488461538461539,0.4826923076923077
108,29,NA,clothing-beach,taciturn,Not currently,NA,main,Graduated College,562006,1667240441550,1667239879544,female,English,23356,clothing,9,main,0.525625,0.5387500000000001,0.304375
107,51,1,furniture-indoors,competitor,"we have e rocking chair , thats as close as we have if thats any good ? or a sofa",ran well,main,Graduated High-school,538631,1667240410521,1667239871890,male,English,85424,furniture,1,main,0.502,0.40700000000000003,0.31700000000000006
107,51,NA,movie-fantasy,taciturn,not today sorry,ran well,main,Graduated High-school,538631,1667240410521,1667239871890,male,English,31623,movie,2,main,0.5854545454545454,0.46545454545454545,0.6022727272727273
107,51,NA,clothing-beach,taciturn,no sorry,ran well,main,Graduated High-school,538631,1667240410521,1667239871890,male,English,28216,clothing,3,main,0.525625,0.5387500000000001,0.304375
107,51,NA,plants-green,competitor,no sorry but i do have agave,ran well,main,Graduated High-school,538631,1667240410521,1667239871890,male,English,54152,plants,4,main,0.5927777777777777,0.4822222222222222,0.4772222222222222
107,51,NA,books-romance,competitor,i have French love letters but no poems sorry,ran well,main,Graduated High-school,538631,1667240410521,1667239871890,male,English,40215,books,5,main,0.75,0.5518181818181819,0.22954545454545455
107,51,NA,bookingAgency-lowClassAccommodation,sameCategory,cheap BB or couch surfing ?,ran well,main,Graduated High-school,538631,1667240410521,1667239871890,male,English,61823,bookingAgency,6,main,0.5255555555555556,0.683888888888889,0.09222222222222223
107,51,NA,bar-whiteWine,competitor,no Chardonnay only sorry,ran well,main,Graduated High-school,538631,1667240410521,1667239871890,male,English,50983,bar,8,main,0.694375,0.343125,0.2796875
107,51,1,kidsActivities-crafts,competitor,no but we have many others like painting,ran well,main,Graduated High-school,538631,1667240410521,1667239871890,male,English,48249,kidsActivities,9,main,0.65875,0.6168750000000001,0.29125
133,19,NA,waterSport-motor,competitor,We rent water ski equipment,N/A,main,Graduated College,225287,1667310814122,1667310588835,male,English,35004,waterSport,1,main,0.7446666666666667,0.6006666666666667,0.5023333333333333
133,19,NA,bookingAgency-lowClassAccommodation,taciturn,No there is not,N/A,main,Graduated College,225287,1667310814122,1667310588835,male,English,29617,bookingAgency,3,main,0.5255555555555556,0.683888888888889,0.09222222222222223
133,19,NA,clothing-beach,taciturn,No,N/A,main,Graduated College,225287,1667310814122,1667310588835,male,English,8831,clothing,4,main,0.525625,0.5387500000000001,0.304375
133,19,NA,plants-green,taciturn,"No we don't, sorry",N/A,main,Graduated College,225287,1667310814122,1667310588835,male,English,16620,plants,5,main,0.5927777777777777,0.4822222222222222,0.4772222222222222
133,19,NA,furniture-indoors,taciturn,No,N/A,main,Graduated College,225287,1667310814122,1667310588835,male,English,26974,furniture,6,main,0.502,0.40700000000000003,0.31700000000000006
133,19,NA,touristInfo-childTheatre,taciturn,No,N/A,main,Graduated College,225287,1667310814122,1667310588835,male,English,11821,touristInfo,9,main,0.7173333333333334,0.29066666666666663,0.23266666666666666
133,19,NA,petAdoption-dogs,taciturn,No,N/A,main,Graduated College,225287,1667310814122,1667310588835,male,English,10877,petAdoption,10,main,0.36727272727272725,0.5036363636363637,0.14954545454545454
133,19,NA,friendsActivities-boardGames,taciturn,No,N/A,main,Graduated College,225287,1667310814122,1667310588835,male,English,12257,friendsActivities,11,main,0.69,0.51,0.35857142857142854
136,35,NA,petAdoption-dogs,sameCategory,"No sorry, we only have terriers, golden retrievers and chocolate labs.",NA,main,Graduated High-school,327387,1667310893620,1667310566233,male,English,58675,petAdoption,1,main,0.36727272727272725,0.5036363636363637,0.14954545454545454
136,35,NA,touristInfo-childTheatre,competitor,Yes we have a Circus show for you.,NA,main,Graduated High-school,327387,1667310893620,1667310566233,male,English,39561,touristInfo,2,main,0.7173333333333334,0.29066666666666663,0.23266666666666666
136,35,NA,friendsActivities-boardGames,taciturn,No sorry,NA,main,Graduated High-school,327387,1667310893620,1667310566233,male,English,14350,friendsActivities,4,main,0.69,0.51,0.35857142857142854
136,35,NA,disney-action,taciturn,Sorry we superman isn't here today,NA,main,Graduated High-school,327387,1667310893620,1667310566233,male,English,26067,disney,6,main,0.8253846153846154,0.7434615384615384,0.3388461538461539
136,35,NA,waterSport-motor,taciturn,No sorry we don't,NA,main,Graduated High-school,327387,1667310893620,1667310566233,male,English,22766,waterSport,7,main,0.7446666666666667,0.6006666666666667,0.5023333333333333
136,35,NA,bar-whiteWine,competitor,No sorry but we have Chardonnay,NA,main,Graduated High-school,327387,1667310893620,1667310566233,male,English,31532,bar,8,main,0.694375,0.343125,0.2796875
136,35,NA,books-romance,competitor,No sorry but we have romance novels,NA,main,Graduated High-school,327387,1667310893620,1667310566233,male,English,20750,books,9,main,0.75,0.5518181818181819,0.22954545454545455
136,35,NA,movie-fantasy,taciturn,No sorry not today,NA,main,Graduated High-school,327387,1667310893620,1667310566233,male,English,16767,movie,10,main,0.5854545454545454,0.46545454545454545,0.6022727272727273
