submission_id,age,itemName,category,answer,comments,correct_response,education,experiment_duration,experiment_end_time,experiment_start_time,gender,languages,responseTime,settingName,trialNr,trial_type
95,34,petAdoption-hamster,sameCategory,"No we do not, only mice and gerbils at the moment sorry. ",,main,Higher degree,648267,1667218918202,1667218269935,female,English,43128,petAdoption,9,main
95,34,cafe-pizza,competitor,"We have a cheese pizza, do you eat dairy? ",,main,Higher degree,648267,1667218918202,1667218269935,female,English,40623,cafe,10,main
95,34,bar-tea,sameCategory,"No but we have iced coffee, soda and home made lemonade which is lovely, would you like any of those? ",,main,Higher degree,648267,1667218918202,1667218269935,female,English,58807,bar,11,main
97,36,kidsActivities-crafts,sameCategory,"No there is not, but have a look at the other classes on offer. I think you might enjoy the sewing or oragami?
",,main,Higher degree,846575,1667219127224,1667218280649,female,English ,96367,kidsActivities,1,main
97,36,touristInfo-childTheatre,competitor,There is a circus performance today that the kids will love!,,main,Higher degree,846575,1667219127224,1667218280649,female,English ,45439,touristInfo,2,main
97,36,music-hardrock,,classic ,,classic,Higher degree,846575,1667219127224,1667218280649,female,English ,28356,music,3,filler
97,36,gym-yoga,competitor,No but we have Pilates classes that are great for strength and core.,,main,Higher degree,846575,1667219127224,1667218280649,female,English ,49468,gymActivities,4,main
97,36,carRental-fun,,motorcycle ,,motorcycle,Higher degree,846575,1667219127224,1667218280649,female,English ,113415,carRental,5,filler
97,36,art-painting,,Sculpture ,,sculpture,Higher degree,846575,1667219127224,1667218280649,female,English ,27979,art,6,filler
97,36,bookingAgency-lowClassAccommodation,other,No but there are other options that will probably suit your budget.,,main,Higher degree,846575,1667219127224,1667218280649,female,English ,217947,bookingAgency,7,main
97,36,furniture-indoors,other,"No, but please have a look at some of the other options available.",,main,Higher degree,846575,1667219127224,1667218280649,female,English ,34197,furniture,8,main
97,36,cafe-pie,competitor,We have this delicious raspberry pie!,,main,Higher degree,846575,1667219127224,1667218280649,female,English ,38975,cafe,9,main
97,36,books-romance,competitor,We have this amazing book of love letters written in France.,,main,Higher degree,846575,1667219127224,1667218280649,female,English ,32327,books,10,main
97,36,waterSport-motor,competitor,We have some great water skis to hire.,,main,Higher degree,846575,1667219127224,1667218280649,female,English ,90625,waterSport,11,main
103,40,kidsActivities-sports,taciturn,No there isn't,,main,Graduated College,362617,1667240241654,1667239879037,female,English,47683,kidsActivities,1,main
103,40,plants-flowers,taciturn,"No I don't, sorry.",,main,Graduated College,362617,1667240241654,1667239879037,female,English,105679,plants,2,main
103,40,books-fantasy,taciturn,"No, I don't. Sorry",,main,Graduated College,362617,1667240241654,1667239879037,female,English,21377,books,3,main
103,40,zoo-reptiles,taciturn,we don't have chameleons,,main,Graduated College,362617,1667240241654,1667239879037,female,English,20178,zoo,4,main
103,40,bookingAgency-highClassAccommodation,taciturn,no there isn't,,main,Graduated College,362617,1667240241654,1667239879037,female,English,23317,bookingAgency,5,main
103,40,art-drawing,,sculpture,,sculpture,Graduated College,362617,1667240241654,1667239879037,female,English,17947,art,6,filler
103,40,gym-boxing,taciturn,no we don't,,main,Graduated College,362617,1667240241654,1667239879037,female,English,13453,gymActivities,7,main
103,40,bar-tea,taciturn,no we don't,,main,Graduated College,362617,1667240241654,1667239879037,female,English,13865,bar,8,main
103,40,airport-europe-UPDATED,,London,,London,Graduated College,362617,1667240241654,1667239879037,female,English,7834,airport,9,filler
103,40,jobCenter-engineer,,teacher,,teacher,Graduated College,362617,1667240241654,1667239879037,female,English,23169,jobCenter,10,filler
103,40,touristInfo-clubbing,competitor,"no, just a club event with a hip hop DJ",,main,Graduated College,362617,1667240241654,1667239879037,female,English,46383,touristInfo,11,main
104,20,electronics-laptop,taciturn,No I do not,,main,Graduated High-school,366256,1667240244906,1667239878650,female,English,18196,electronics,1,main
104,20,clothing-beach,taciturn,No I do not ,,main,Graduated High-school,366256,1667240244906,1667239878650,female,English,14390,clothing,2,main
104,20,art-painting,,Sculpture ,,sculpture,Graduated High-school,366256,1667240244906,1667239878650,female,English,33409,art,3,filler
104,20,waterSport-motor,taciturn,No we don't ,,main,Graduated High-school,366256,1667240244906,1667239878650,female,English,49136,waterSport,4,main
104,20,cafe-pie,taciturn,No we don't,,main,Graduated High-school,366256,1667240244906,1667239878650,female,English,89137,cafe,5,main
104,20,furniture-indoors,taciturn,No we don't ,,main,Graduated High-school,366256,1667240244906,1667239878650,female,English,9960,furniture,6,main
104,20,gym-yoga,taciturn,No we dont,,main,Graduated High-school,366256,1667240244906,1667239878650,female,English,62401,gymActivities,7,main
104,20,airport-usa,,"London
",,London,Graduated High-school,366256,1667240244906,1667239878650,female,English,16858,airport,8,filler
104,20,carRental-fun,,"Motorcycle
",,motorcycle,Graduated High-school,366256,1667240244906,1667239878650,female,English,7667,carRental,9,filler
104,20,kidsActivities-crafts,taciturn,"No
",,main,Graduated High-school,366256,1667240244906,1667239878650,female,English,11010,kidsActivities,10,main
104,20,petAdoption-dogs,taciturn,"No
",,main,Graduated High-school,366256,1667240244906,1667239878650,female,English,9309,petAdoption,11,main
105,37,bar-whiteWine,competitor,"No sorry, but we do have Chardonnay",,main,Graduated High-school,485605,1667240354134,1667239868529,female,English,29781,bar,1,main
105,37,music-hardrock,,classic,,classic,Graduated High-school,485605,1667240354134,1667239868529,female,English,16512,music,2,filler
105,37,dutyFree-smokes,competitor,"Only cigarettes, sorry",,main,Graduated High-school,485605,1667240354134,1667239868529,female,English,48153,dutyFree,3,main
105,37,gym-yoga,other,"No, sorry, but here is what we do offer",,main,Graduated High-school,485605,1667240354134,1667239868529,female,English,29495,gymActivities,4,main
105,37,waterSport-motor,taciturn,No sorry,,main,Graduated High-school,485605,1667240354134,1667239868529,female,English,76399,waterSport,5,main
105,37,airport-usa,,London,,London,Graduated High-school,485605,1667240354134,1667239868529,female,English,20696,airport,6,filler
105,37,petAdoption-dogs,sameCategory,"Currently no Dalmatians, but we do have some gorgeous chocolate labs and golden retrievers.  ",,main,Graduated High-school,485605,1667240354134,1667239868529,female,English,74128,petAdoption,7,main
105,37,clothing-beach,sameCategory,"Sorry no Hawaiian shirts at the minute, but please check out our stock of t-shits and tank tops, I am sure there will be something you will like. ",,main,Graduated High-school,485605,1667240354134,1667239868529,female,English,74431,clothing,8,main
105,37,jobCenter-office,,teacher,,teacher,Graduated High-school,485605,1667240354134,1667239868529,female,English,11431,jobCenter,9,filler
105,37,movie-fantasy,taciturn,"No not today, sorry",,main,Graduated High-school,485605,1667240354134,1667239868529,female,English,22575,movie,10,main
105,37,disney-action,sameCategory,"Not today sorry, but Spiderman, Batman and Hulk are here",,main,Graduated High-school,485605,1667240354134,1667239868529,female,English,47329,disney,11,main
108,29,waterSport-motor,yes,"Yes, we do.",,main,Graduated College,562006,1667240441550,1667239879544,female,English,35962,waterSport,1,main
108,29,books-romance,taciturn,"I'm sorry, we don't currently. Would you like me to order some?",,main,Graduated College,562006,1667240441550,1667239879544,female,English,94747,books,2,main
108,29,disney-action,competitor/other,"Superman's currently out fighting crime, however Batman is excited you meet you.",,main,Graduated College,562006,1667240441550,1667239879544,female,English,87204,disney,3,main
108,29,dutyFree-smokes,competitor,"I'm afraid not, we do sell cigarettes, however.",,main,Graduated College,562006,1667240441550,1667239879544,female,English,38141,dutyFree,4,main
108,29,carRental-fun,,"Not today, I'm sorry. I can check the next availability if you'd like, or if you need a car for today we currently have..... available",,motorcycle,Graduated College,562006,1667240441550,1667239879544,female,English,94067,carRental,5,filler
108,29,bar-whiteWine,competitor,"Sorry, ma'am, however we do have a lovely bottle of chardonnay if you're willing to try.",,main,Graduated College,562006,1667240441550,1667239879544,female,English,49068,bar,6,main
108,29,kidsActivities-crafts,other,"No, here is a list of available classes",,main,Graduated College,562006,1667240441550,1667239879544,female,English,18334,kidsActivities,7,main
108,29,zoo-xl,other,"I don't think there are tigers at this zoo, but there's still plenty of other animals to see",,main,Graduated College,562006,1667240441550,1667239879544,female,English,46707,zoo,8,main
108,29,clothing-beach,taciturn,Not currently,,main,Graduated College,562006,1667240441550,1667239879544,female,English,23356,clothing,9,main
108,29,airport-usa,,"There is no current availability, I'm sorry. There is a morning flight we could book you on?",,London,Graduated College,562006,1667240441550,1667239879544,female,English,43736,airport,10,filler
108,29,jobCenter-office,,Not currently,,teacher,Graduated College,562006,1667240441550,1667239879544,female,English,13826,jobCenter,11,filler
107,51,furniture-indoors,competitor/other,"we have e rocking chair , thats as close as we have if thats any good ? or a sofa ",ran well,main,Graduated High-school,538631,1667240410521,1667239871890,male,English,85424,furniture,1,main
107,51,movie-fantasy,taciturn,not today sorry,ran well,main,Graduated High-school,538631,1667240410521,1667239871890,male,English,31623,movie,2,main
107,51,clothing-beach,taciturn,no sorry,ran well,main,Graduated High-school,538631,1667240410521,1667239871890,male,English,28216,clothing,3,main
107,51,plants-green,competitor,no sorry but i do have agave ,ran well,main,Graduated High-school,538631,1667240410521,1667239871890,male,English,54152,plants,4,main
107,51,books-romance,competitor,i have French love letters but no poems sorry,ran well,main,Graduated High-school,538631,1667240410521,1667239871890,male,English,40215,books,5,main
107,51,bookingAgency-lowClassAccommodation,sameCategory,cheap BB or couch surfing ?,ran well,main,Graduated High-school,538631,1667240410521,1667239871890,male,English,61823,bookingAgency,6,main
107,51,airport-usa,,no sorry just morning,ran well,London,Graduated High-school,538631,1667240410521,1667239871890,male,English,33441,airport,7,filler
107,51,bar-whiteWine,competitor,no Chardonnay only sorry,ran well,main,Graduated High-school,538631,1667240410521,1667239871890,male,English,50983,bar,8,main
107,51,kidsActivities-crafts,competitor/other,no but we have many others like painting,ran well,main,Graduated High-school,538631,1667240410521,1667239871890,male,English,48249,kidsActivities,9,main
107,51,music-hardrock,,power metal anygood?,ran well,classic,Graduated High-school,538631,1667240410521,1667239871890,male,English,31848,music,10,filler
107,51,jobCenter-office,,we have a opening for a book keeper,ran well,teacher,Graduated High-school,538631,1667240410521,1667239871890,male,English,49543,jobCenter,11,filler
133,19,waterSport-motor,competitor,We rent water ski equipment,N/A,main,Graduated College,225287,1667310814122,1667310588835,male,English,35004,waterSport,1,main
133,19,art-painting,,Sculpture,N/A,sculpture,Graduated College,225287,1667310814122,1667310588835,male,English,18683,art,2,filler
133,19,bookingAgency-lowClassAccommodation,taciturn,No there is not,N/A,main,Graduated College,225287,1667310814122,1667310588835,male,English,29617,bookingAgency,3,main
133,19,clothing-beach,taciturn,No ,N/A,main,Graduated College,225287,1667310814122,1667310588835,male,English,8831,clothing,4,main
133,19,plants-green,taciturn,"No we don't, sorry",N/A,main,Graduated College,225287,1667310814122,1667310588835,male,English,16620,plants,5,main
133,19,furniture-indoors,taciturn,No ,N/A,main,Graduated College,225287,1667310814122,1667310588835,male,English,26974,furniture,6,main
133,19,jobCenter-office,taciturn,no there isn't ,N/A,teacher,Graduated College,225287,1667310814122,1667310588835,male,English,12118,jobCenter,7,filler
133,19,carRental-fun,,Motorcylce,N/A,motorcycle,Graduated College,225287,1667310814122,1667310588835,male,English,21098,carRental,8,filler
133,19,touristInfo-childTheatre,taciturn,No ,N/A,main,Graduated College,225287,1667310814122,1667310588835,male,English,11821,touristInfo,9,main
133,19,petAdoption-dogs,taciturn,No ,N/A,main,Graduated College,225287,1667310814122,1667310588835,male,English,10877,petAdoption,10,main
133,19,friendsActivities-boardGames,taciturn,No ,N/A,main,Graduated College,225287,1667310814122,1667310588835,male,English,12257,friendsActivities,11,main
136,35,petAdoption-dogs,sameCategory,"No sorry, we only have terriers, golden retrievers and chocolate labs.",,main,Graduated High-school,327387,1667310893620,1667310566233,male,English,58675,petAdoption,1,main
136,35,touristInfo-childTheatre,competitor,Yes we have a Circus show for you.,,main,Graduated High-school,327387,1667310893620,1667310566233,male,English,39561,touristInfo,2,main
136,35,carRental-fun,,Motorcycle,,motorcycle,Graduated High-school,327387,1667310893620,1667310566233,male,English,45298,carRental,3,filler
136,35,friendsActivities-boardGames,taciturn,No sorry,,main,Graduated High-school,327387,1667310893620,1667310566233,male,English,14350,friendsActivities,4,main
136,35,jobCenter-office,,teacher,,teacher,Graduated High-school,327387,1667310893620,1667310566233,male,English,13717,jobCenter,5,filler
136,35,disney-action,taciturn,Sorry we superman isn't here today,,main,Graduated High-school,327387,1667310893620,1667310566233,male,English,26067,disney,6,main
136,35,waterSport-motor,taciturn,No sorry we don't,,main,Graduated High-school,327387,1667310893620,1667310566233,male,English,22766,waterSport,7,main
136,35,bar-whiteWine,competitor,No sorry but we have Chardonnay,,main,Graduated High-school,327387,1667310893620,1667310566233,male,English,31532,bar,8,main
136,35,books-romance,competitor/other,No sorry but we have romance novels,,main,Graduated High-school,327387,1667310893620,1667310566233,male,English,20750,books,9,main
136,35,movie-fantasy,taciturn,No sorry not today,,main,Graduated High-school,327387,1667310893620,1667310566233,male,English,16767,movie,10,main
136,35,airport-usa,,yes we have a morning flight to boston,,London,Graduated High-school,327387,1667310893620,1667310566233,male,English,22399,airport,11,filler
139,42,furniture-indoors,other,I do not have one on display but I can see if we have one in the back of the store,,main,Graduated College,365151,1667310941530,1667310576379,female,English,56674,furniture,1,main
139,42,art-painting,,sculpture,,sculpture,Graduated College,365151,1667310941530,1667310576379,female,English,18807,art,2,filler
139,42,touristInfo-childTheatre,competitor,Im affraid not. There is however a circus show today.,,main,Graduated College,365151,1667310941530,1667310576379,female,English,43958,touristInfo,3,main
139,42,gym-yoga,sameCategory,"Unfortunately we do not. We do however offer aerobics, zumba and pilates",,main,Graduated College,365151,1667310941530,1667310576379,female,English,40838,gymActivities,4,main
139,42,kidsActivities-crafts,taciturn,Im sorry we do not have a potter class.,,main,Graduated College,365151,1667310941530,1667310576379,female,English,26351,kidsActivities,5,main
139,42,jobCenter-office,,teacher,,teacher,Graduated College,365151,1667310941530,1667310576379,female,English,13160,jobCenter,6,filler
