submission_id,age,comments,correct_response,education,experiment_duration,experiment_end_time,experiment_start_time,gender,languages,responseTime,settingName,trialNr,trial_type,itemName,answer,category,response_option,option_category,new_category
4618,29,,main,Graduated College,195248,1672164888791,1672164693543,female,English,36281,interior,3,main,interior-green,No but I have an agave plant,competitor,agave,competitor,competitor
4618,29,,main,Graduated College,195248,1672164888791,1672164693543,female,English,28609,books,4,main,books-romance,No but I have books of French love letters,competitor,French love letters,competitor,competitor
4618,29,,main,Graduated College,195248,1672164888791,1672164693543,female,English,23698,bar,5,main,bar-whiteWine,We only have Chardonnay I’m afraid,competitor,Chardonnay,competitor,competitor
4628,25,,main,Higher degree,150375,1672165832167,1672165681792,female,English,20435,touristInfo,5,main,touristInfo-childTheatre,There is a circus show,competitor,circus,competitor,competitor
4630,36,,main,Graduated College,158740,1672165844403,1672165685663,female,,17245,friendsActivities,1,main,friendsActivities-boardGames,"No, but I do have monopoly!",competitor,Monopoly,competitor,competitor
4630,36,,main,Graduated College,158740,1672165844403,1672165685663,female,,20813,books,2,main,books-romance,"Hmm, not exactly but I have French love letters, would that be any good?",competitor,French love letters,competitor,competitor
4610,30,,main,Higher degree,106785,1672164788994,1672164682209,female,English,10279,petAdoption,4,main,petAdoption-hamster,No but we have gerbils,competitor,gerbil,competitor,competitor
4629,45,,main,Higher degree,166231,1672165840245,1672165674014,female,English,11359,cafe,3,main,cafe-pizza,Yes we have a cheese piazza,competitor,cheese,competitor,competitor
4629,45,,main,Higher degree,166231,1672165840245,1672165674014,female,English,26999,kidsActivities,4,main,kidsActivities-sports,We don't have gymnastics but we do have acrobatics,competitor,acrobatics,competitor,competitor
4634,69,,main,Did not graduate High-school,227212,1672165893433,1672165666221,male,English,38591,petAdoption,5,main,petAdoption-dogs,Sorry the only dog we have available is golden retrievers,competitor,golden retriever,competitor,competitor
4654,53,,main,Higher degree,262809,1672168750445,1672168487636,male,English,94978,interior,1,main,interior-deco,I have a lovely oil painting if you want it.,competitor,oil painting,competitor,competitor
4654,53,,main,Higher degree,262809,1672168750445,1672168487636,male,English,41159,waterSport,4,main,waterSport-muscle,"Oh yes, we have wonderful kayaks",competitor,kayak,competitor,competitor
4657,62,Nothing to add.,main,Graduated College,307308,1672168785168,1672168477860,male,English,78970,touristInfo,1,main,touristInfo-clubbing,"We are hosting a club event with a hip hop DJ, would that be the one you were thinking of?",competitor,hip hop DJ,competitor,competitor
4657,62,Nothing to add.,main,Graduated College,307308,1672168785168,1672168477860,male,English,54506,petAdoption,5,main,petAdoption-hamster,"No, sorry, but we do have gerbils if you're open to another type of small pet.",competitor,gerbil,competitor,competitor
4670,33,,main,Graduated College,170482,1672171760039,1672171589557,male,English,53733,cafe,1,main,cafe-pizza,Our only vegi pizza the cheese pizza,competitor,cheese,competitor,competitor
4611,22,,main,Graduated College,108851,1672164802989,1672164694138,female,English,28643,friendsActivities,4,main,friendsActivities-videoEntertainment,"I have some movies we could watch, but they aren't on Netflix.",competitor,movie,competitor,competitor
4620,28,,main,Higher degree,231683,1672164906357,1672164674674,female,English,64373,petAdoption,1,main,petAdoption-hamster,"Hello, unfortunately we don’t have any hamsters but we do have gerbils, would you like to have a look?",competitor,gerbil,competitor,competitor
4642,68,,main,Did not graduate High-school,506044,1672166176808,1672165670764,male,English,92832,interior,2,main,interior-deco,"No, but have a oil painting you can look at.",competitor,oil painting,competitor,competitor
4642,68,,main,Did not graduate High-school,506044,1672166176808,1672165670764,male,English,133815,friendsActivities,4,main,friendsActivities-videoEntertainment,No do not have Netflix But have some movies we can watch.,competitor,movie,competitor,competitor
4661,70,,main,Graduated High-school,355447,1672168857407,1672168501960,female,English,52104,zoo,2,main,zoo-reptiles,I don’t think they have chameleons but we can have a look at the iguanas.,competitor,iguana,competitor,competitor
4661,70,,main,Graduated High-school,355447,1672168857407,1672168501960,female,English,50799,clothing,3,main,clothing-acc,I’m sorry but we do not stock earrings but have a wide choice of necklaces.,competitor,necklace,competitor,competitor
4663,22,,main,Graduated College,344648,1672169075225,1672168730577,male,english,48418,dutyFree,4,main,dutyFree-smokes,we have cigarettes,competitor,cigarettes,competitor,competitor
4625,40,,main,Graduated College,106425,1672165773127,1672165666702,female,English,19911,clothing,2,main,clothing-clothes,I'm afraid we don't but we do have other shorts.,competitor,shorts,competitor,competitor
4625,40,,main,Graduated College,106425,1672165773127,1672165666702,female,English,21573,interior,5,main,interior-green,ah sorry I don't but I have an agave plant you could have?,competitor,agave,competitor,competitor
4635,39,,main,Graduated High-school,294443,1672165986021,1672165691578,female,English,65512,books,1,main,books-romance,We have books of French love letters that may contain poems.,competitor,French love letters,competitor,competitor
4635,39,,main,Graduated High-school,294443,1672165986021,1672165691578,female,English,45099,zoo,3,main,zoo-xl,"They don't have a tiger, but we can go see the lion.",competitor,lion,competitor,competitor
4636,34,,main,Graduated High-school,327744,1672165996743,1672165668999,male,English,111712,interior,1,main,interior-green,"I don't have an aloe vera plant right now, I do have an agave plant which looks very similar if you want it.",competitor,agave,competitor,competitor
4636,34,,main,Graduated High-school,327744,1672165996743,1672165668999,male,English,76216,petAdoption,2,main,petAdoption-dogs,"We don't have any Dalmatians, if you are looking for a dog of similar size we do have golden retrievers.",competitor,golden retriever,competitor,competitor
4636,34,,main,Graduated High-school,327744,1672165996743,1672165668999,male,English,70191,gymActivities,3,main,gym-yoga,"We currently don't offer yoga classes, pilates classes are very similar if you wish to try it out.",competitor,pilates,competitor,competitor
4636,34,,main,Graduated High-school,327744,1672165996743,1672165668999,male,English,31024,electronics,5,main,electronics-laptop,No but we do have a MacBook Air,competitor,MacBook Air,competitor,competitor
4679,36,,main,Graduated High-school,371599,1672171954719,1672171583120,male,English,88536,gymActivities,3,main,gym-yoga,"I'm really sorry, we don't currently offer yoga, what will do is mention it to our manager as other people have also asked about yoga. In the meantime would you like to try a free plates session?",competitor,pilates,competitor,competitor
4679,36,,main,Graduated High-school,371599,1672171954719,1672171583120,male,English,48993,cafe,5,main,cafe-pie,We don't have any cake today but we have a beautiful raspberry pie that I'd reccomend.,competitor,raspberry pie,competitor,competitor
4683,43,,main,Higher degree,101490,1672172196659,1672172095169,female,english,12035,gymActivities,2,main,gym-boxing,"no, we do kickboxing.",competitor,kickboxing,competitor,competitor
4706,23,,main,Graduated College,119359,1672240253405,1672240134046,male,English,24917,touristInfo,4,main,touristInfo-childTheatre,there is a circus,competitor,circus,competitor,competitor
4638,39,,main,Higher degree,363856,1672166025082,1672165661226,male,English,54111,cafe,5,main,cafe-pizza,We don't have a vegetable pizza today. If you are vegetarian we have a cheese pizza. Is that good for you?,competitor,cheese,competitor,competitor
4641,49,,main,Did not graduate High-school,201162,1672166111327,1672165910165,female,English,27774,cafe,4,main,cafe-pie,No but we do have raspberry pie,competitor,raspberry pie,competitor,competitor
4649,41,,main,Higher degree,190399,1672168663366,1672168472967,male,english,22039,petAdoption,1,main,petAdoption-hamster,no. but we have gerbils,competitor,gerbil,competitor,competitor
4649,41,,main,Higher degree,190399,1672168663366,1672168472967,male,english,15345,zoo,4,main,zoo-reptiles,it's an iguana.,competitor,iguana,competitor,competitor
4649,41,,main,Higher degree,190399,1672168663366,1672168472967,male,english,53304,interior,5,main,interior-deco,no. but I have an oil painting,competitor,oil painting,competitor,competitor
4651,60,,main,Graduated High-school,201156,1672168679852,1672168478696,male,English,51312,cafe,1,main,cafe-pie,"No but we have raspberry pie, would you like that?",competitor,raspberry pie,competitor,competitor
4651,60,,main,Graduated High-school,201156,1672168679852,1672168478696,male,English,30234,dutyFree,2,main,dutyFree-smokes,"No, sorry. Cigarettes though, would you like those instead?",competitor,cigarettes,competitor,competitor
4702,54,,main,Graduated College,432511,1672237346494,1672236913983,male,English,71306,bar,1,main,bar-tea,"No, sorry, we do not, but we do have iced coffee.",competitor,iced coffee,competitor,competitor
4703,44,,main,Graduated College,896341,1672237798872,1672236902531,male,English,52680,kidsActivities,1,main,kidsActivities-sports,There is an acrobatics class which is similar to activities you would do in a gymnastics class.,competitor,acrobatics,competitor,competitor
4710,47,,main,Graduated High-school,159101,1672240286434,1672240127333,female,English,34187,bar,2,main,bar-tea,I'm so sorry we don't serve iced tea. I can recommend our iced coffee though.,competitor,iced coffee,competitor,competitor
4710,47,,main,Graduated High-school,159101,1672240286434,1672240127333,female,English,21264,interior,3,main,interior-deco,"No, how about an oil painting?",competitor,oil painting,competitor,competitor
4640,62,,main,Graduated High-school,444611,1672166112109,1672165667498,male,English,84674,waterSport,1,main,waterSport-muscle,"No sir but we do rent the same family of boats, our version is the kayak",competitor,kayak,competitor,competitor
4640,62,,main,Graduated High-school,444611,1672166112109,1672165667498,male,English,77716,clothing,4,main,clothing-acc,"we have sold out until next weeks new stock arrives, how about a necklace but be quick as they are selling out too.",competitor,necklace,competitor,competitor
4640,62,,main,Graduated High-school,444611,1672166112109,1672165667498,male,English,63969,touristInfo,5,main,touristInfo-clubbing,not today however i can get you into a hip hop session.,competitor,hip hop DJ,competitor,competitor
4658,63,,main,Graduated High-school,303596,1672168787421,1672168483825,male,English,64316,interior,5,main,interior-deco,"No, we don't have any watercolour paintings but we do have oil paintings, if you would like to take a look.",competitor,oil painting,competitor,competitor
4659,35,,main,Graduated College,344579,1672168821108,1672168476529,female,English,22059,cafe,3,main,cafe-pie,We have raspberry pie which is lovely,competitor,raspberry pie,competitor,competitor
4659,35,,main,Graduated College,344579,1672168821108,1672168476529,female,English,16331,dutyFree,5,main,dutyFree-smokes,We have ciggerattes,competitor,cigarettes,competitor,competitor
4673,32,,main,Higher degree,210370,1672171793507,1672171583137,female,English,29152,touristInfo,3,main,touristInfo-childTheatre,"There isn’t today, although there is a circus show. Would this be of interest to you?",competitor,circus,competitor,competitor
4673,32,,main,Higher degree,210370,1672171793507,1672171583137,female,English,33464,books,4,main,books-romance,We do have a book of French love letters.  Would that interest you?,competitor,French love letters,competitor,competitor
4673,32,,main,Higher degree,210370,1672171793507,1672171583137,female,English,25155,cafe,5,main,cafe-pie,We actually have a raspberry pie today instead. Would you like to try it?,competitor,raspberry pie,competitor,competitor
4692,20,,main,Graduated High-school,194401,1672237099998,1672236905597,other,English,41057,zoo,1,main,zoo-reptiles,"Sorry, I don't think there are any chameleons! We can go to the igaunas if you want instead?",competitor,iguana,competitor,competitor
4692,20,,main,Graduated High-school,194401,1672237099998,1672236905597,other,English,30662,petAdoption,2,main,petAdoption-hamster,"We don't sorry, but we do have gerbils that you might be interested in?",competitor,gerbil,competitor,competitor
4692,20,,main,Graduated High-school,194401,1672237099998,1672236905597,other,English,30053,gymActivities,3,main,gym-boxing,"We don't sorry, but we do have kickboxing instead if that's something you're interested in.",competitor,kickboxing,competitor,competitor
4648,31,,main,Higher degree,175066,1672168658394,1672168483328,male,"English, Polish",27949,bar,2,main,bar-tea,I am afraid we do not have iced tea. We do have iced coffee.,competitor,iced coffee,competitor,competitor
4648,31,,main,Higher degree,175066,1672168658394,1672168483328,male,"English, Polish",37293,waterSport,4,main,waterSport-muscle,"We have kayaks only, if that's ok?",competitor,kayak,competitor,competitor
4650,47,,main,Higher degree,202445,1672168673782,1672168471337,female,English,36170,interior,3,main,interior-deco,"No, but I do have an oil painting you could have.",competitor,oil painting,competitor,competitor
4650,47,,main,Higher degree,202445,1672168673782,1672168471337,female,English,30243,friendsActivities,4,main,friendsActivities-videoEntertainment,"No, how about we watch a movie instead?",competitor,movie,competitor,competitor
4650,47,,main,Higher degree,202445,1672168673782,1672168471337,female,English,33765,gymActivities,5,main,gym-boxing,"No, we do kickboxing if that is of interest?",competitor,kickboxing,competitor,competitor
4685,27,,main,Graduated College,95714,1672237002197,1672236906483,male,English,13701,dutyFree,2,main,dutyFree-sweets,"No, but we do have gingerbread.",competitor,gingerbread,competitor,competitor
4685,27,,main,Graduated College,95714,1672237002197,1672236906483,male,English,14562,petAdoption,3,main,petAdoption-hamster,"We have gerbils, if you prefer?",competitor,gerbil,competitor,competitor
4685,27,,main,Graduated College,95714,1672237002197,1672236906483,male,English,11022,electronics,4,main,electronics-console,"No, how about an Xbox?",competitor,Xbox,competitor,competitor
4708,36,,main,Graduated High-school,145436,1672240271362,1672240125926,male,English,23376,petAdoption,1,main,petAdoption-hamster,"No, but we have gerbils.",competitor,gerbil,competitor,competitor
4708,36,,main,Graduated High-school,145436,1672240271362,1672240125926,male,English,28576,bookingAgency,3,main,bookingAgency-highClassAccommodation,"No, but how about a suite in a four star hotel?",competitor,four-star hotel,competitor,competitor
4709,24,,main,Graduated High-school,156644,1672240277181,1672240120537,male,,35238,dutyFree,2,main,dutyFree-sweets,"Unfortunately not, but we do have gingerbread available.",competitor,gingerbread,competitor,competitor
4709,24,,main,Graduated High-school,156644,1672240277181,1672240120537,male,,27612,petAdoption,3,main,petAdoption-hamster,"We don't have any hamsters, sadly. However, we do have gerbils if that is okay?",competitor,gerbil,competitor,competitor
4709,24,,main,Graduated High-school,156644,1672240277181,1672240120537,male,,22418,gymActivities,5,main,gym-boxing,We don't offer boxing classes but we do offer kickboxing classes.,competitor,kickboxing,competitor,competitor
4724,43,,main,Graduated College,238749,1672240365099,1672240126350,female,English,44089,bar,2,main,bar-tea,"Sorry, we don’t have iced tea, but we do serve a refreshing iced coffee.",competitor,iced coffee,competitor,competitor
4724,43,,main,Graduated College,238749,1672240365099,1672240126350,female,English,34823,cafe,4,main,cafe-pizza,"Sorry, no veggie pizza today but there is cheese pizza.",competitor,cheese,competitor,competitor
4655,38,,main,Higher degree,281556,1672168763309,1672168481753,female,English,42572,interior,2,main,interior-green,No but I have this agave instead- would you like that?,competitor,agave,competitor,competitor
4655,38,,main,Higher degree,281556,1672168763309,1672168481753,female,English,37165,gymActivities,3,main,gym-yoga,"No, the closest we offer is Pilates- you should give it a try",competitor,pilates,competitor,competitor
4655,38,,main,Higher degree,281556,1672168763309,1672168481753,female,English,34924,electronics,4,main,electronics-laptop,"No, we only have the MacBook Air at the moment.",competitor,MacBook Air,competitor,competitor
4656,62,,main,Graduated High-school,305912,1672168784565,1672168478653,female,english,44961,books,1,main,books-romance,"No, but I do have some books of French love letters",competitor,French love letters,competitor,competitor
4656,62,,main,Graduated High-school,305912,1672168784565,1672168478653,female,english,67440,zoo,2,main,zoo-xl,I'm not sure that there is a tiger in this zoo. But there is definitely a lion that we can go to see,competitor,lion,competitor,competitor
4665,27,,main,Graduated High-school,92698,1672171677659,1672171584961,male,English,22740,touristInfo,4,main,touristInfo-clubbing,"There is no club event with electronic music today, only hip hop",competitor,hip hop DJ,competitor,competitor
4672,33,,main,,215988,1672171791741,1672171575753,female,English,50330,books,1,main,books-fantasy,We have some mystery books that could also be considered thrillers.,competitor,mystery,competitor,competitor
4672,33,,main,,215988,1672171791741,1672171575753,female,English,46931,interior,2,main,interior-deco,"No, I'm sorry but the only painting I have at the moment is an oil painting.",competitor,oil painting,competitor,competitor
4672,33,,main,,215988,1672171791741,1672171575753,female,English,38640,waterSport,3,main,waterSport-muscle,Unfortunately not - the most similar item we have is a kayak.,competitor,kayak,competitor,competitor
4672,33,,main,,215988,1672171791741,1672171575753,female,English,24269,friendsActivities,4,main,friendsActivities-videoEntertainment,"No, but there's a selection of movies if you want to choose one.",competitor,movie,competitor,competitor
4674,25,,main,Graduated High-school,218125,1672171823718,1672171605593,female,English,30133,books,1,main,books-romance,"We have books with french love letters, would you be interested in those?",competitor,French love letters,competitor,competitor
4674,25,,main,Graduated High-school,218125,1672171823718,1672171605593,female,English,42769,petAdoption,3,main,petAdoption-dogs,We unfortnatly don't but do have golden retrievers that are similar in energy level and size.,competitor,golden retriever,competitor,competitor
4674,25,,main,Graduated High-school,218125,1672171823718,1672171605593,female,English,18626,dutyFree,4,main,dutyFree-smokes,We don't but would you be interested in any cigarettes?,competitor,cigarettes,competitor,competitor
4678,51,all great.,main,Graduated College,366214,1672171954080,1672171587866,female,"English, Estonian",74800,zoo,1,main,zoo-reptiles,"chameleon is probably near to iguanas, let's go and have a look.",competitor,iguana,competitor,competitor
4678,51,all great.,main,Graduated College,366214,1672171954080,1672171587866,female,"English, Estonian",74683,waterSport,3,main,waterSport-muscle,"hello, we do have kayaks if you are interested.",competitor,kayak,competitor,competitor
4678,51,all great.,main,Graduated College,366214,1672171954080,1672171587866,female,"English, Estonian",44816,gymActivities,4,main,gym-boxing,"hello, we do offer kickboxing classes, are you interested about it?",competitor,kickboxing,competitor,competitor
4680,56,,main,Graduated High-school,408270,1672171995137,1672171586867,female,English,31384,clothing,5,main,clothing-acc,I’m sorry I havnt but I do have some necklaces if your interested,competitor,necklace,competitor,competitor
4693,32,,main,Higher degree,195676,1672237105338,1672236909662,female,English,31896,dutyFree,4,main,dutyFree-smokes,No sorry. I do have some cigarettes if you are interested in those instead?,competitor,cigarettes,competitor,competitor
4704,51,,main,Graduated High-school,239915,1672238949713,1672238709798,female,English,69952,books,1,main,books-romance,"I don't think we have books on love poems, but we do have books of French love letters.",competitor,French love letters,competitor,competitor
4713,26,,main,Graduated High-school,190952,1672240314740,1672240123788,male,English,64765,bookingAgency,1,main,bookingAgency-highClassAccommodation,"Unfortunately there are no five-star hotels available for a single room, but we have a great option for a suite in a four-star hotel.",competitor,four-star hotel,competitor,competitor
4713,26,,main,Graduated High-school,190952,1672240314740,1672240123788,male,English,36975,electronics,5,main,electronics-console,"We do not have a PlayStation in stock, however we do have an Xbox that works almost the same as a PlayStation.",competitor,Xbox,competitor,competitor
4728,46,,main,Higher degree,272615,1672240412216,1672240139601,female,english,39195,bar,5,main,bar-tea,"sorry, just iced coffee, would you like some water?",competitor,iced coffee,competitor,competitor
4744,50,,main,Graduated College,679177,1672240884035,1672240204858,female,English,236131,gymActivities,1,main,gym-boxing,"Unfortunately we don't. However, we do offer kickboxing classes which focused on kicking and punching if you'd like to consider.",competitor,kickboxing,competitor,competitor
4666,25,,main,Graduated College,114802,1672171693907,1672171579105,female,English,19320,friendsActivities,2,main,friendsActivities-videoEntertainment,"No I don't, but I have lots of movies at hand here",competitor,movie,competitor,competitor
4723,32,,main,Graduated College,235583,1672240357967,1672240122384,female,English,38085,books,1,main,books-fantasy,"We don't have any in stock right now I'm afraid, but we do have this mystery novel that you might be interested in",competitor,mystery,competitor,competitor
