model_name,itemName,predictions,category,probs,is_few_shot,dataset,model_type
chatGPT,touristInfo-childTheatre,"I'm sorry, we don't have a theatre performance for children today. However, we do have a circus show, trade fair, and a club event with a hip hop DJ happening. Would you like more information about any of those events?",fullList,1,FALSE,"CC, WebText, Books, Wikipedia, human data",generative
chatGPT,touristInfo-clubbing,"I'm sorry, we don't have a club event with electronic music today. However, we do have a club event with a hip hop DJ, live jazz music, and a circus show happening. Would you like more information about any of those events?",fullList,1,FALSE,"CC, WebText, Books, Wikipedia, human data",generative
chatGPT,bookingAgency-lowClassAccommodation,"I'm sorry, we don't have any availability at the youth hostel for tomorrow night. However, we do have a room in a cheap bed-and-breakfast, a room in a budget hotel, and a suite in a four-star hotel still available. Would you like to book one of those options?",fullList,1,FALSE,"CC, WebText, Books, Wikipedia, human data",generative
chatGPT,bookingAgency-highClassAccommodation,"I'm sorry, we don't have any availability at a five-star hotel for tomorrow night. However, we do have a suite in a four-star hotel, an expensive apartment close to the city, and a room in a cheap bed-and-breakfast still available. Would you like to book one of those options?",fullList,1,FALSE,"CC, WebText, Books, Wikipedia, human data",generative
chatGPT,waterSport-motor,"I'm sorry, we don't rent jet skis. However, we do have water ski equipment, rubber dinghies, and kayaks available for rent. Can I interest you in one of those options?",fullList,1,FALSE,"CC, WebText, Books, Wikipedia, human data",generative
chatGPT,waterSport-muscle,"I'm sorry, we don't rent canoes. However, we do have kayaks, pedal boats, and water ski equipment available for rent. Can I interest you in one of those options?",fullList,1,FALSE,"CC, WebText, Books, Wikipedia, human data",generative
chatGPT,dutyFree-smokes,"I'm sorry, we don't sell cigars on this flight. However, we do have cigarettes, gin, and gingerbread available for purchase. Can I interest you in one of those items?",fullList,1,FALSE,"CC, WebText, Books, Wikipedia, human data",generative
chatGPT,dutyFree-sweets,"I'm sorry, we don't sell cookies on this flight. However, we do have gingerbread, granola bars, and cigarettes available for purchase. Can I interest you in one of those items?",fullList,1,FALSE,"CC, WebText, Books, Wikipedia, human data",generative
chatGPT,clothing-clothes,"I'm sorry, we don't have any Hawaiian shirts in stock at the moment. However, we do have shorts, sweatshirts, and necklaces available for purchase. Can I interest you in one of those items?",fullList,1,FALSE,"CC, WebText, Books, Wikipedia, human data",generative
chatGPT,clothing-acc,"I'm sorry, we don't have any earrings in stock at the moment. However, we do have necklaces, sunglasses, and shorts available for purchase. Can I interest you in one of those items?",fullList,1,FALSE,"CC, WebText, Books, Wikipedia, human data",generative
chatGPT,petAdoption-dogs,"I'm sorry, we don't have any Dalmatians available for adoption at the moment. However, we do have golden retrievers, chihuahuas, and gerbils that are looking for their forever homes. Can I interest you in one of those animals?",fullList,1,FALSE,"CC, WebText, Books, Wikipedia, human data",generative
chatGPT,petAdoption-hamster,"I'm sorry, we don't have any hamsters available for adoption at the moment. However, we do have gerbils, ferrets, and golden retrievers that are looking for their forever homes. Can I interest you in one of those animals?",fullList,1,FALSE,"CC, WebText, Books, Wikipedia, human data",generative
chatGPT,books-romance,"I'm sorry, we don't have a book of love poems at the moment. However, we do have books of French love letters, historical dramas, and mystery novels available. Can I interest you in one of those options?",fullList,1,FALSE,"CC, WebText, Books, Wikipedia, human data",generative
chatGPT,books-fantasy,"I'm sorry, we don't have any psychological thrillers at the moment. However, we do have mystery novels, adventure novels, and books of French love letters available. Can I interest you in one of those options?",fullList,1,FALSE,"CC, WebText, Books, Wikipedia, human data",generative
chatGPT,electronics-laptop,"I'm sorry, we don't have a MacBook Pro at the moment. However, we do have a MacBook Air, desktop computer, and Xbox available. Can I interest you in one of those options?",fullList,1,FALSE,"CC, WebText, Books, Wikipedia, human data",generative
chatGPT,electronics-console,"I'm sorry, we don't have a PlayStation at the moment. However, we do have an Xbox, Gameboy, and MacBook Air available. Can I interest you in one of those options?",fullList,1,FALSE,"CC, WebText, Books, Wikipedia, human data",generative
chatGPT,gym-yoga,"I'm sorry, we don't offer yoga classes at the moment. However, we do have pilates, zumba, and kickboxing available. Can I interest you in one of those classes?",fullList,1,FALSE,"CC, WebText, Books, Wikipedia, human data",generative
chatGPT,gym-boxing,"I'm sorry, we don't offer boxing classes at the moment. However, we do have kickboxing, karate, and pilates available. Can I interest you in one of those classes?",fullList,1,FALSE,"CC, WebText, Books, Wikipedia, human data",generative
chatGPT,kidsActivities-crafts,"I'm sorry, we don't have a pottery class at the camp. However, we do have a watercolor painting class, carpentry workshop, and acrobatics class available. Would you like to sign up for one of those activities?",fullList,1,FALSE,"CC, WebText, Books, Wikipedia, human data",generative
chatGPT,kidsActivities-sports,"I'm sorry, we don't have a gymnastics class at the camp. However, we do have an acrobatics class, karate class, and watercolor painting class available. Would you like to sign up for one of those activities?",fullList,1,FALSE,"CC, WebText, Books, Wikipedia, human data",generative
chatGPT,friendsActivities-boardGames,"I'm sorry, we don't have Scrabble tonight. However, we do have Monopoly, checkers, and some movies available to play. Would you like to join in on one of those activities?",fullList,1,FALSE,"CC, WebText, Books, Wikipedia, human data",generative
chatGPT,friendsActivities-videoEntertainment,"I'm sorry, we don't have Netflix tonight. However, we do have some movies, Xbox games, and Monopoly available to play. Would you like to join in on one of those activities?",fullList,1,FALSE,"CC, WebText, Books, Wikipedia, human data",generative
chatGPT,interior-green,"I'm sorry, we don't have an aloe vera plant at the moment. However, we do have an agave plant, tulips, and an oil painting available for you. Can I interest you in one of those options?",fullList,1,FALSE,"CC, WebText, Books, Wikipedia, human data",generative
chatGPT,interior-deco,"I'm sorry, we don't have any watercolour paintings at the moment. However, we do have an oil painting, some printed photographs, and an agave plant available for you. Can I interest you in one of those options?",fullList,1,FALSE,"CC, WebText, Books, Wikipedia, human data",generative
chatGPT,zoo-xl,"I'm sorry, we won't be able to see the tigers today. However, we can see the lions, giraffes, and iguanas. Would you like to go see those animals instead?",fullList,1,FALSE,"CC, WebText, Books, Wikipedia, human data",generative
chatGPT,zoo-reptiles,"I'm sorry, we won't be able to see the chameleons today. However, we can see the iguanas, turtles, and lions. Would you like to go see those animals instead?",fullList,1,FALSE,"CC, WebText, Books, Wikipedia, human data",generative
aware-ai/bart-squadv2,cafe-pie,<s>,taciturn,9.350626e-4,FALSE,SQuADv2,extractive
aware-ai/bart-squadv2,cafe-pie,Do,other,9.350625e-4,FALSE,SQuADv2,extractive
aware-ai/bart-squadv2,cafe-pie,<s> Do,other,9.350625e-4,FALSE,SQuADv2,extractive
aware-ai/bart-squadv2,cafe-pie,<s> Do you have raspberry cake ? </s> </s> You are a server in a caf,other,7.300233e-4,FALSE,SQuADv2,extractive
aware-ai/bart-squadv2,cafe-pie,Do you have raspberry cake ? </s> </s> You are a server in a caf,other,7.300233e-4,FALSE,SQuADv2,extractive
aware-ai/bart-squadv2,cafe-pizza,Do,other,8.8723446e-4,FALSE,SQuADv2,extractive
aware-ai/bart-squadv2,cafe-pizza,<s> Do,other,8.872342e-4,FALSE,SQuADv2,extractive
aware-ai/bart-squadv2,cafe-pizza,<s>,taciturn,8.87234e-4,FALSE,SQuADv2,extractive
aware-ai/bart-squadv2,cafe-pizza,Do you have ve ggie pizza ? </s> </s> You are a server in a caf,other,6.921291e-4,FALSE,SQuADv2,extractive
aware-ai/bart-squadv2,cafe-pizza,<s> Do you have ve ggie pizza ? </s> </s> You are a server in a caf,other,6.921291e-4,FALSE,SQuADv2,extractive
aware-ai/bart-squadv2,bar-whiteWine,<s>,taciturn,4.356001e-4,FALSE,SQuADv2,extractive
aware-ai/bart-squadv2,bar-whiteWine,<s> Do,other,4.3560003e-4,FALSE,SQuADv2,extractive
aware-ai/bart-squadv2,bar-whiteWine,Do,other,4.355999e-4,FALSE,SQuADv2,extractive
aware-ai/bart-squadv2,bar-whiteWine,<s> Do you have Sau v ign on Blanc ? </s> </s> You are a bartender in a hotel bar . The bar serves only Ch ardon n ay,competitor,3.4486505e-4,FALSE,SQuADv2,extractive
aware-ai/bart-squadv2,bar-whiteWine,Do you have Sau v ign on Blanc ? </s> </s> You are a bartender in a hotel bar . The bar serves only Ch ardon n ay,competitor,3.4486505e-4,FALSE,SQuADv2,extractive
aware-ai/bart-squadv2,bar-tea,<s>,taciturn,6.5964763e-4,FALSE,SQuADv2,extractive
aware-ai/bart-squadv2,bar-tea,<s> Do,other,6.596475e-4,FALSE,SQuADv2,extractive
aware-ai/bart-squadv2,bar-tea,Do,other,6.5964746e-4,FALSE,SQuADv2,extractive
aware-ai/bart-squadv2,bar-tea,<s> Do you have iced tea ? </s> </s> You are a bartender in a hotel bar . The bar serves,other,5.163387e-4,FALSE,SQuADv2,extractive
aware-ai/bart-squadv2,bar-tea,Do you have iced tea ? </s> </s> You are a bartender in a hotel bar . The bar serves,other,5.163387e-4,FALSE,SQuADv2,extractive
aware-ai/bart-squadv2,touristInfo-childTheatre,<s>,taciturn,3.2997536e-4,FALSE,SQuADv2,extractive
aware-ai/bart-squadv2,touristInfo-childTheatre,<s> Is,other,3.2997533e-4,FALSE,SQuADv2,extractive
aware-ai/bart-squadv2,touristInfo-childTheatre,Is,other,3.2997524e-4,FALSE,SQuADv2,extractive
aware-ai/bart-squadv2,touristInfo-childTheatre,<s> Is there a theatre performance for children today ? </s> </s> You are working in a tourist office in a medium - sized tourist town . Today the following events are happening : a circus show,competitor,2.800003e-4,FALSE,SQuADv2,extractive
aware-ai/bart-squadv2,touristInfo-childTheatre,Is there a theatre performance for children today ? </s> </s> You are working in a tourist office in a medium - sized tourist town . Today the following events are happening : a circus show,competitor,2.8000027e-4,FALSE,SQuADv2,extractive
aware-ai/bart-squadv2,touristInfo-clubbing,a hip hop DJ,competitor,4.2889672e-4,FALSE,SQuADv2,extractive
aware-ai/bart-squadv2,touristInfo-clubbing,: a club event with a hip hop DJ,competitor,3.593306e-4,FALSE,SQuADv2,extractive
aware-ai/bart-squadv2,touristInfo-clubbing,with a hip hop DJ,competitor,2.6773202e-4,FALSE,SQuADv2,extractive
aware-ai/bart-squadv2,touristInfo-clubbing,a hip hop,other,2.6678568e-4,FALSE,SQuADv2,extractive
aware-ai/bart-squadv2,touristInfo-clubbing,a club event with a hip hop DJ,competitor,2.6570042e-4,FALSE,SQuADv2,extractive
aware-ai/bart-squadv2,bookingAgency-lowClassAccommodation,<s>,taciturn,1.8502798e-4,FALSE,SQuADv2,extractive
aware-ai/bart-squadv2,bookingAgency-lowClassAccommodation,<s> Is,other,1.8502782e-4,FALSE,SQuADv2,extractive
aware-ai/bart-squadv2,bookingAgency-lowClassAccommodation,Is,other,1.8502767e-4,FALSE,SQuADv2,extractive
aware-ai/bart-squadv2,bookingAgency-lowClassAccommodation,<s> Is there a bed in the youth host el available for tomorrow night ? </s> </s> You work in a travel booking agency in a medium - sized tourist town . The following types of accommodation are still available for tomorrow night,other,1.4548781e-4,FALSE,SQuADv2,extractive
aware-ai/bart-squadv2,bookingAgency-lowClassAccommodation,Is there a bed in the youth host el available for tomorrow night ? </s> </s> You work in a travel booking agency in a medium - sized tourist town . The following types of accommodation are still available for tomorrow night,other,1.4548781e-4,FALSE,SQuADv2,extractive
aware-ai/bart-squadv2,bookingAgency-highClassAccommodation,Is,other,1.798673e-4,FALSE,SQuADv2,extractive
aware-ai/bart-squadv2,bookingAgency-highClassAccommodation,<s> Is,other,1.798672e-4,FALSE,SQuADv2,extractive
aware-ai/bart-squadv2,bookingAgency-highClassAccommodation,<s>,taciturn,1.798671e-4,FALSE,SQuADv2,extractive
aware-ai/bart-squadv2,bookingAgency-highClassAccommodation,Is a single room in a five - star hotel available for tomorrow night ? </s> </s> You work in a travel booking agency in a medium - sized tourist town . The following types of accommodation are still available for tomorrow night,other,1.4197873e-4,FALSE,SQuADv2,extractive
aware-ai/bart-squadv2,bookingAgency-highClassAccommodation,<s> Is a single room in a five - star hotel available for tomorrow night ? </s> </s> You work in a travel booking agency in a medium - sized tourist town . The following types of accommodation are still available for tomorrow night,other,1.4197873e-4,FALSE,SQuADv2,extractive
aware-ai/bart-squadv2,waterSport-motor,<s>,taciturn,3.5531577e-4,FALSE,SQuADv2,extractive
aware-ai/bart-squadv2,waterSport-motor,<s> Do,other,3.5531557e-4,FALSE,SQuADv2,extractive
aware-ai/bart-squadv2,waterSport-motor,Do,other,3.5531542e-4,FALSE,SQuADv2,extractive
aware-ai/bart-squadv2,waterSport-motor,<s> Do you rent jet sk is ? </s> </s> You work in a water sports rental agency in a popular tourist region with a large lake for different types of water sports . The agency offers water ski equipment,other,2.778052e-4,FALSE,SQuADv2,extractive
aware-ai/bart-squadv2,waterSport-motor,Do you rent jet sk is ? </s> </s> You work in a water sports rental agency in a popular tourist region with a large lake for different types of water sports . The agency offers water ski equipment,other,2.778052e-4,FALSE,SQuADv2,extractive
aware-ai/bart-squadv2,waterSport-muscle,<s>,taciturn,3.5178108e-4,FALSE,SQuADv2,extractive
aware-ai/bart-squadv2,waterSport-muscle,<s> Do,other,3.5178105e-4,FALSE,SQuADv2,extractive
aware-ai/bart-squadv2,waterSport-muscle,Do,other,3.5178097e-4,FALSE,SQuADv2,extractive
aware-ai/bart-squadv2,waterSport-muscle,"<s> Do you rent can oes ? </s> </s> You work in a water sports rental agency in a popular tourist region with a large lake for different types of water sports . The agency offers kay aks , pedal boats",sameCategory,3.1357596e-4,FALSE,SQuADv2,extractive
aware-ai/bart-squadv2,waterSport-muscle,"Do you rent can oes ? </s> </s> You work in a water sports rental agency in a popular tourist region with a large lake for different types of water sports . The agency offers kay aks , pedal boats",sameCategory,3.1357596e-4,FALSE,SQuADv2,extractive
aware-ai/bart-squadv2,dutyFree-smokes,<s>,taciturn,3.3076975e-4,FALSE,SQuADv2,extractive
aware-ai/bart-squadv2,dutyFree-smokes,<s> Do,other,3.3076966e-4,FALSE,SQuADv2,extractive
aware-ai/bart-squadv2,dutyFree-smokes,Do,other,3.3076957e-4,FALSE,SQuADv2,extractive
aware-ai/bart-squadv2,dutyFree-smokes,:,taciturn,3.2526822e-4,FALSE,SQuADv2,extractive
aware-ai/bart-squadv2,dutyFree-smokes,: cigarettes,competitor,2.98071e-4,FALSE,SQuADv2,extractive
aware-ai/bart-squadv2,dutyFree-sweets,Do,other,3.502713e-4,FALSE,SQuADv2,extractive
aware-ai/bart-squadv2,dutyFree-sweets,<s> Do,other,3.5027126e-4,FALSE,SQuADv2,extractive
aware-ai/bart-squadv2,dutyFree-sweets,<s>,taciturn,3.5027115e-4,FALSE,SQuADv2,extractive
aware-ai/bart-squadv2,dutyFree-sweets,": ginger bread , gran ola bars , and cigarettes",fullList,2.8795956e-4,FALSE,SQuADv2,extractive
aware-ai/bart-squadv2,dutyFree-sweets,Do you sell cookies ? </s> </s> You are a flight attendant on an old - fashioned international flight . You are selling duty free items to passengers . You currently have the following items on offer,other,2.878806e-4,FALSE,SQuADv2,extractive
aware-ai/bart-squadv2,clothing-clothes,<s>,taciturn,5.770921e-4,FALSE,SQuADv2,extractive
aware-ai/bart-squadv2,clothing-clothes,Do,other,5.7709205e-4,FALSE,SQuADv2,extractive
aware-ai/bart-squadv2,clothing-clothes,<s> Do,other,5.7709205e-4,FALSE,SQuADv2,extractive
aware-ai/bart-squadv2,clothing-clothes,Do you have any Hawaiian shirts ? </s> </s> You work at a small designer clothing store,other,4.525787e-4,FALSE,SQuADv2,extractive
aware-ai/bart-squadv2,clothing-clothes,<s> Do you have any Hawaiian shirts ? </s> </s> You work at a small designer clothing store,other,4.525787e-4,FALSE,SQuADv2,extractive
aware-ai/bart-squadv2,clothing-acc,: neck l,other,7.01704e-4,FALSE,SQuADv2,extractive
aware-ai/bart-squadv2,clothing-acc,: neck l aces,competitor,5.224181e-4,FALSE,SQuADv2,extractive
aware-ai/bart-squadv2,clothing-acc,<s>,taciturn,5.0396513e-4,FALSE,SQuADv2,extractive
aware-ai/bart-squadv2,clothing-acc,<s> Do,other,5.0396513e-4,FALSE,SQuADv2,extractive
aware-ai/bart-squadv2,clothing-acc,Do,other,5.039651e-4,FALSE,SQuADv2,extractive
aware-ai/bart-squadv2,petAdoption-dogs,<s>,taciturn,4.561097e-4,FALSE,SQuADv2,extractive
aware-ai/bart-squadv2,petAdoption-dogs,<s> Do,other,4.561096e-4,FALSE,SQuADv2,extractive
aware-ai/bart-squadv2,petAdoption-dogs,Do,other,4.5610956e-4,FALSE,SQuADv2,extractive
aware-ai/bart-squadv2,petAdoption-dogs,Do you have any Dal mat ians ? </s> </s> You work at an adoption center for rescued animals . You currently have the following animals at the center,other,3.5592125e-4,FALSE,SQuADv2,extractive
aware-ai/bart-squadv2,petAdoption-dogs,<s> Do you have any Dal mat ians ? </s> </s> You work at an adoption center for rescued animals,other,3.5590294e-4,FALSE,SQuADv2,extractive
aware-ai/bart-squadv2,petAdoption-hamster,Do,other,4.5414173e-4,FALSE,SQuADv2,extractive
aware-ai/bart-squadv2,petAdoption-hamster,<s>,taciturn,4.5414167e-4,FALSE,SQuADv2,extractive
aware-ai/bart-squadv2,petAdoption-hamster,<s> Do,other,4.5414167e-4,FALSE,SQuADv2,extractive
aware-ai/bart-squadv2,petAdoption-hamster,: g erb,other,4.172177e-4,FALSE,SQuADv2,extractive
aware-ai/bart-squadv2,petAdoption-hamster,": g erb ils , fer rets , and golden retrie vers",fullList,4.0585198e-4,FALSE,SQuADv2,extractive
aware-ai/bart-squadv2,books-romance,<s>,taciturn,5.804051e-4,FALSE,SQuADv2,extractive
aware-ai/bart-squadv2,books-romance,<s> Do,other,5.804047e-4,FALSE,SQuADv2,extractive
aware-ai/bart-squadv2,books-romance,Do,other,5.8040465e-4,FALSE,SQuADv2,extractive
aware-ai/bart-squadv2,books-romance,<s> Do you have a book of love poems ? </s> </s> You work at a book shop in a small town,other,4.525261e-4,FALSE,SQuADv2,extractive
aware-ai/bart-squadv2,books-romance,Do you have a book of love poems ? </s> </s> You work at a book shop in a small town,other,4.525261e-4,FALSE,SQuADv2,extractive
aware-ai/bart-squadv2,books-fantasy,<s>,taciturn,6.3219696e-4,FALSE,SQuADv2,extractive
aware-ai/bart-squadv2,books-fantasy,<s> Do,other,6.321969e-4,FALSE,SQuADv2,extractive
aware-ai/bart-squadv2,books-fantasy,Do,other,6.321968e-4,FALSE,SQuADv2,extractive
aware-ai/bart-squadv2,books-fantasy,<s> Do you sell psychological thrill ers ? </s> </s> You work at a book shop in a small town . You currently have mystery novels,competitor,4.936592e-4,FALSE,SQuADv2,extractive
aware-ai/bart-squadv2,books-fantasy,Do you sell psychological thrill ers ? </s> </s> You work at a book shop in a small town . You currently have mystery novels,competitor,4.936592e-4,FALSE,SQuADv2,extractive
aware-ai/bart-squadv2,electronics-laptop,<s>,taciturn,6.940165e-4,FALSE,SQuADv2,extractive
aware-ai/bart-squadv2,electronics-laptop,<s> Do,other,6.9401576e-4,FALSE,SQuADv2,extractive
aware-ai/bart-squadv2,electronics-laptop,Do,other,6.940149e-4,FALSE,SQuADv2,extractive
aware-ai/bart-squadv2,electronics-laptop,<s> Do you have a MacBook Pro ? </s> </s> You work at a second hand electronics store . You currently have a MacBook Air,competitor,5.40659e-4,FALSE,SQuADv2,extractive
aware-ai/bart-squadv2,electronics-laptop,Do you have a MacBook Pro ? </s> </s> You work at a second hand electronics store . You currently have a MacBook Air,competitor,5.40659e-4,FALSE,SQuADv2,extractive
aware-ai/bart-squadv2,electronics-console,<s>,taciturn,7.249628e-4,FALSE,SQuADv2,extractive
aware-ai/bart-squadv2,electronics-console,<s> Do,other,7.249627e-4,FALSE,SQuADv2,extractive
aware-ai/bart-squadv2,electronics-console,Do,other,7.249625e-4,FALSE,SQuADv2,extractive
aware-ai/bart-squadv2,electronics-console,<s> Do you have a PlayStation ? </s> </s> You work at a second hand electronics store,other,5.666864e-4,FALSE,SQuADv2,extractive
aware-ai/bart-squadv2,electronics-console,Do you have a PlayStation ? </s> </s> You work at a second hand electronics store,other,5.666864e-4,FALSE,SQuADv2,extractive
aware-ai/bart-squadv2,gym-yoga,Do,other,6.3240656e-4,FALSE,SQuADv2,extractive
