model_name,itemName,predictions,category,probs,is_few_shot,dataset,model_type
chatGPT,pot-jam,"No, I don't have a spare pot, but you can use one of my pans.",competitor,1,TRUE,"CC, WebText, Books, Wikipedia, human data",generative
chatGPT,towel-hair,"No, I don't have a towel, but you can use some paper towels to dry your hair. And if you need to, the dryer in the basement is available for you to use. I also have a blanket you can wrap around yourself if you need to.",other,1,TRUE,"CC, WebText, Books, Wikipedia, human data",generative
chatGPT,towel-clothes,"No, I don't have a towel, but you can use some paper towels and the hair dryer to dry your costumes. Or you can wrap yourself in the blanket if you want to wait until the dryer is available.",other,1,TRUE,"CC, WebText, Books, Wikipedia, human data",generative
chatGPT,candy-halloween,"No, we don't have any candy, but I have some trail mix packages and a big chocolate bar. Would you like to give those out?",sameCategory,1,TRUE,"CC, WebText, Books, Wikipedia, human data",generative
chatGPT,candy-dessert,"No, we don't have any candy, but we have a big chocolate bar and little trail mix packages if you'd like something sweet.",sameCategory,1,TRUE,"CC, WebText, Books, Wikipedia, human data",generative
chatGPT,bottle-plants,"No, I don't have a bottle, but you can use the watering can to water the plants.",competitor,1,TRUE,"CC, WebText, Books, Wikipedia, human data",generative
chatGPT,bottle-water,"No, I don't have a bottle, but you can use the to-go mug.",competitor,1,TRUE,"CC, WebText, Books, Wikipedia, human data",generative
chatGPT,blanket-sleepover,"No, I don't have a blanket, but I have a sleeping bag that they could use.",competitor,1,FALSE,"CC, WebText, Books, Wikipedia, human data",generative
chatGPT,blanket-transportation,"No, I don't have a blanket, but I do have a sleeping bag that we could use for wrapping the mirror.",sameCategory,1,FALSE,"CC, WebText, Books, Wikipedia, human data",generative
chatGPT,box-muffins,"Yes, I have a cake container and a carton that you can use to take the pastries home. Would you prefer a cake container or a carton?",sameCategory,1,FALSE,"CC, WebText, Books, Wikipedia, human data",generative
chatGPT,box-bbq,"Unfortunately, I don't have a box, but I have a carton, a cake container, and a tote bag that you can use.",fullList,1,FALSE,"CC, WebText, Books, Wikipedia, human data",generative
chatGPT,sugar-coffee,"No, I don't have sugar but I have sweetener tablets, honey, agave syrup, and salt. Would you like to try any of those?",fullList,1,FALSE,"CC, WebText, Books, Wikipedia, human data",generative
chatGPT,sugar-baking,"No, I don't have any sugar left, but I do have agave syrup, honey, sweetener tablets, and salt. Would any of those work for your recipe?",fullList,1,FALSE,"CC, WebText, Books, Wikipedia, human data",generative
chatGPT,handkerchief-injury,"I'm sorry, I don't have a handkerchief, but I do have some paper napkins and wet wipes that could help clean the child's knee.",sameCategory,1,FALSE,"CC, WebText, Books, Wikipedia, human data",generative
chatGPT,handkerchief-sauce,"""No, I'm sorry, I don't have a handkerchief. But I do have some wet wipes and paper napkins that you can use to clean up the sauce on your sweater.",sameCategory,1,FALSE,"CC, WebText, Books, Wikipedia, human data",generative
chatGPT,broom-renovation,"Unfortunately, I don't have a broom right now. But I do have a hand brush and a shovel that you can use for cleaning.",sameCategory,1,FALSE,"CC, WebText, Books, Wikipedia, human data",generative
chatGPT,broom-snow,"No, I'm sorry. I don't have a broom, but I do have a hand brush and a shovel. Would you like to borrow one of those?",sameCategory,1,FALSE,"CC, WebText, Books, Wikipedia, human data",generative
chatGPT,sweatpants-sleepover,"No, I'm sorry, I don't have sweatpants. But you can use either the leggings or the shorts as sleepwear, or I can provide you with a pair of pyjamas. And here's a towel for you to freshen up before bed",fullList,1,FALSE,"CC, WebText, Books, Wikipedia, human data",generative
chatGPT,sweatpants-spill,"Sorry, I don't have sweatpants but I can offer you a pair of shorts or leggings if you'd like to change into something more comfortable.",sameCategory,1,FALSE,"CC, WebText, Books, Wikipedia, human data",generative
chatGPT,umbrella-summer,"No, I'm sorry, I don't have an umbrella. But I have a plastic bike cover that you can use to shield yourself from the sun. Would you like to use it?",mostSimilar,1,FALSE,"CC, WebText, Books, Wikipedia, human data",generative
chatGPT,umbrella-rain,"No, I don't have an umbrella. But I do have a rain jacket and a plastic bike cover if that helps.",sameCategory,1,FALSE,"CC, WebText, Books, Wikipedia, human data",generative
chatGPT,postit-board,"No, I don't have post-its. But we have sticky bookmarks that we can use instead.",sameCategory,1,FALSE,"CC, WebText, Books, Wikipedia, human data",generative
chatGPT,postit-reading,"No, I'm sorry, I don't have any post-its. But I have sticky bookmarks and a notebook you can use for taking notes.",sameCategory,1,FALSE,"CC, WebText, Books, Wikipedia, human data",generative
chatGPT,pot-garden,"Yes, I do have some containers you can use. I have some old cans, pans, camping cookware, and even a few ceramic plates that could work. Would you like to take a look at my basement to see if any of them would work for you?",fullList,1,FALSE,"CC, WebText, Books, Wikipedia, human data",generative
chatGPT,pot-jam,"Yes, I have a pot you can use. Would you like me to bring it to you?",yes,1,FALSE,"CC, WebText, Books, Wikipedia, human data",generative
chatGPT,towel-hair,"No, I don't have a towel, but we have paper towels and a blanket that you can use to dry your hair. We also have a dryer in the basement that you can use to dry your clothes.",other,1,FALSE,"CC, WebText, Books, Wikipedia, human data",generative
chatGPT,towel-clothes,"No, I'm sorry, I don't have a towel but I do have paper towels and a blanket that they can use to dry themselves off. I also have a hair dryer if they need to dry their hair or costumes.",other,1,FALSE,"CC, WebText, Books, Wikipedia, human data",generative
chatGPT,candy-halloween,"Yes, we have some trail mix packages, a big chocolate bar, and even some ice cream and soda if they want!",fullList,1,FALSE,"CC, WebText, Books, Wikipedia, human data",generative
chatGPT,candy-dessert,"Yes, we have a big chocolate bar.",mostSimilar,1,FALSE,"CC, WebText, Books, Wikipedia, human data",generative
chatGPT,bottle-plants,"No, I'm sorry, we don't have a bottle. But you can use the watering can or the glass to water the plants.",sameCategory,1,FALSE,"CC, WebText, Books, Wikipedia, human data",generative
chatGPT,bottle-water,"""No, I don't have a bottle, but I have a to-go mug, a glass, a watering can, and a spoon. We can fill up the to-go mug or glass with water and bring it with us.",fullList,1,FALSE,"CC, WebText, Books, Wikipedia, human data",generative
bigscience/T0_3B,blanket-sleepover,"i have a sleeping bag, a pillow, some bubble wrap, and a carpet",fullList,0.709776282310486,FALSE,"MC QA, EQA, CBQA, D2T, sentiment, summary, topic, paraphrase",generative
bigscience/T0_3B,blanket-sleepover,"i have a sleeping bag, a pillow, some bubble wrap, and a carpet.",fullList,0.688135981559753,FALSE,"MC QA, EQA, CBQA, D2T, sentiment, summary, topic, paraphrase",generative
bigscience/T0_3B,blanket-sleepover,"i have a sleeping bag, a pillow, bubble wrap, and a carpet",fullList,0.667542338371277,FALSE,"MC QA, EQA, CBQA, D2T, sentiment, summary, topic, paraphrase",generative
bigscience/T0_3B,blanket-sleepover,"i have a sleeping bag, a pillow, bubble wrap, and a carpet.",fullList,0.649963796138763,FALSE,"MC QA, EQA, CBQA, D2T, sentiment, summary, topic, paraphrase",generative
bigscience/T0_3B,blanket-sleepover,"i have a sleeping bag, pillow, bubble wrap, and a carpet",fullList,0.64190948009491,FALSE,"MC QA, EQA, CBQA, D2T, sentiment, summary, topic, paraphrase",generative
bigscience/T0_3B,blanket-transportation,"No, I don't have a blanket.",taciturn,0.569352030754089,FALSE,"MC QA, EQA, CBQA, D2T, sentiment, summary, topic, paraphrase",generative
bigscience/T0_3B,blanket-transportation,She needs a blanket to wrap a mirror.,other,0.504801690578461,FALSE,"MC QA, EQA, CBQA, D2T, sentiment, summary, topic, paraphrase",generative
bigscience/T0_3B,blanket-transportation,She needs a blanket to wrap the mirror.,other,0.485731899738312,FALSE,"MC QA, EQA, CBQA, D2T, sentiment, summary, topic, paraphrase",generative
bigscience/T0_3B,blanket-transportation,"No, I don't have one.",taciturn,0.474418848752975,FALSE,"MC QA, EQA, CBQA, D2T, sentiment, summary, topic, paraphrase",generative
bigscience/T0_3B,blanket-transportation,She needs a blanket to wrap a large mirror.,other,0.473556458950043,FALSE,"MC QA, EQA, CBQA, D2T, sentiment, summary, topic, paraphrase",generative
bigscience/T0_3B,box-muffins,"i have a cake container, a carton, a ziplock bag, and a tote bag",fullList,0.728183150291443,FALSE,"MC QA, EQA, CBQA, D2T, sentiment, summary, topic, paraphrase",generative
bigscience/T0_3B,box-muffins,"i have a cake container, a carton, a ziplock bag, and a tote bag.",fullList,0.7088263630867,FALSE,"MC QA, EQA, CBQA, D2T, sentiment, summary, topic, paraphrase",generative
bigscience/T0_3B,box-muffins,"i have a carton, a ziplock bag, and a tote bag",other,0.668222069740295,FALSE,"MC QA, EQA, CBQA, D2T, sentiment, summary, topic, paraphrase",generative
bigscience/T0_3B,box-muffins,"i have a cake container, a carton, a ziplock bag, and a tote bag in my pantry",fullList,0.660872101783752,FALSE,"MC QA, EQA, CBQA, D2T, sentiment, summary, topic, paraphrase",generative
bigscience/T0_3B,box-muffins,"i have a cake container, a carton, a ziplock bag, and a tote bag in my pantry.",fullList,0.653428137302399,FALSE,"MC QA, EQA, CBQA, D2T, sentiment, summary, topic, paraphrase",generative
bigscience/T0_3B,box-bbq,Tote bag,otherCategory,0.511310160160065,FALSE,"MC QA, EQA, CBQA, D2T, sentiment, summary, topic, paraphrase",generative
bigscience/T0_3B,box-bbq,a tote bag,otherCategory,0.47182026505470304,FALSE,"MC QA, EQA, CBQA, D2T, sentiment, summary, topic, paraphrase",generative
bigscience/T0_3B,box-bbq,file_photo>,other,0.470994204282761,FALSE,"MC QA, EQA, CBQA, D2T, sentiment, summary, topic, paraphrase",generative
bigscience/T0_3B,box-bbq,What do you have in your pantry?,other,0.464953690767288,FALSE,"MC QA, EQA, CBQA, D2T, sentiment, summary, topic, paraphrase",generative
bigscience/T0_3B,box-bbq,file_other>,other,0.46418410539627103,FALSE,"MC QA, EQA, CBQA, D2T, sentiment, summary, topic, paraphrase",generative
bigscience/T0_3B,sugar-coffee,What kind of sweetener do you have in your pantry?,other,0.603038847446442,FALSE,"MC QA, EQA, CBQA, D2T, sentiment, summary, topic, paraphrase",generative
bigscience/T0_3B,sugar-coffee,What do you have in your pantry?,other,0.55633270740509,FALSE,"MC QA, EQA, CBQA, D2T, sentiment, summary, topic, paraphrase",generative
bigscience/T0_3B,sugar-coffee,What kind of sweetener do you have?,other,0.529955863952637,FALSE,"MC QA, EQA, CBQA, D2T, sentiment, summary, topic, paraphrase",generative
bigscience/T0_3B,sugar-coffee,"No, I don't have sugar in my pantry.",taciturn,0.514019548892975,FALSE,"MC QA, EQA, CBQA, D2T, sentiment, summary, topic, paraphrase",generative
bigscience/T0_3B,sugar-coffee,What do you have in your pantry to sweeten your coffee?,other,0.510418713092804,FALSE,"MC QA, EQA, CBQA, D2T, sentiment, summary, topic, paraphrase",generative
bigscience/T0_3B,sugar-baking,She wants to know if you have sugar in your pantry.,other,0.523189544677734,FALSE,"MC QA, EQA, CBQA, D2T, sentiment, summary, topic, paraphrase",generative
bigscience/T0_3B,sugar-baking,She wants to know if you have sugar.,other,0.498747766017914,FALSE,"MC QA, EQA, CBQA, D2T, sentiment, summary, topic, paraphrase",generative
bigscience/T0_3B,sugar-baking,She wants to know if you have sugar in the pantry.,other,0.47401416301727295,FALSE,"MC QA, EQA, CBQA, D2T, sentiment, summary, topic, paraphrase",generative
bigscience/T0_3B,sugar-baking,file_photo>,other,0.465328186750412,FALSE,"MC QA, EQA, CBQA, D2T, sentiment, summary, topic, paraphrase",generative
bigscience/T0_3B,sugar-baking,file_other>,other,0.44745299220085105,FALSE,"MC QA, EQA, CBQA, D2T, sentiment, summary, topic, paraphrase",generative
bigscience/T0_3B,handkerchief-injury,The elderly person walks towards you and asks: Do you have a handkerchief?,other,0.786072015762329,FALSE,"MC QA, EQA, CBQA, D2T, sentiment, summary, topic, paraphrase",generative
bigscience/T0_3B,handkerchief-injury,The elderly person walks towards you and asks if you have a handkerchief.,other,0.743312537670136,FALSE,"MC QA, EQA, CBQA, D2T, sentiment, summary, topic, paraphrase",generative
bigscience/T0_3B,handkerchief-injury,The elderly person asks if you have a handkerchief.,other,0.705166876316071,FALSE,"MC QA, EQA, CBQA, D2T, sentiment, summary, topic, paraphrase",generative
bigscience/T0_3B,handkerchief-injury,The elderly person walks towards you and asks you if you have a handkerchief.,other,0.684527814388275,FALSE,"MC QA, EQA, CBQA, D2T, sentiment, summary, topic, paraphrase",generative
bigscience/T0_3B,handkerchief-injury,The elderly person asks you if you have a handkerchief.,other,0.661683619022369,FALSE,"MC QA, EQA, CBQA, D2T, sentiment, summary, topic, paraphrase",generative
bigscience/T0_3B,handkerchief-sauce,do you have a handkerchief?,other,0.713893055915833,FALSE,"MC QA, EQA, CBQA, D2T, sentiment, summary, topic, paraphrase",generative
bigscience/T0_3B,handkerchief-sauce,Someone spilled sauce on their sweater. Do you have a handkerchief?,other,0.664488255977631,FALSE,"MC QA, EQA, CBQA, D2T, sentiment, summary, topic, paraphrase",generative
bigscience/T0_3B,handkerchief-sauce,Someone spilled some sauce on their sweater. Do you have a handkerchief?,other,0.657172679901123,FALSE,"MC QA, EQA, CBQA, D2T, sentiment, summary, topic, paraphrase",generative
bigscience/T0_3B,handkerchief-sauce,Someone spilled some sauce on their sweater.,other,0.598898470401764,FALSE,"MC QA, EQA, CBQA, D2T, sentiment, summary, topic, paraphrase",generative
bigscience/T0_3B,handkerchief-sauce,Someone spilled sauce on their sweater.,other,0.598024129867554,FALSE,"MC QA, EQA, CBQA, D2T, sentiment, summary, topic, paraphrase",generative
bigscience/T0_3B,broom-renovation,"The neighbors recently finished renovating their apartment. They are now cleaning up after renovation. You heard that they don't have any household supplies yet since they plan to move in next week. In your apartment, you have a vacuum cleaner, a hand brush, a shovel, and a lamp. One of your neighbors rings your bell and asks: Do you have a broom?",fullList,0.872829437255859,FALSE,"MC QA, EQA, CBQA, D2T, sentiment, summary, topic, paraphrase",generative
bigscience/T0_3B,broom-renovation,"The neighbors recently finished renovating their apartment. They are now cleaning up after renovation. You heard that they don’t have any household supplies yet since they plan to move in next week. In your apartment, you have a vacuum cleaner, a hand brush, a shovel, and a lamp. One of your neighbors rings your bell and asks: Do you have a broom?",fullList,0.865716457366943,FALSE,"MC QA, EQA, CBQA, D2T, sentiment, summary, topic, paraphrase",generative
bigscience/T0_3B,broom-renovation,"The neighbors recently finished renovating their apartment. They are now cleaning up after renovation. You heard that they don't have any household supplies yet since they plan to move in next week. In your apartment, you have a vacuum cleaner, a hand brush, a shovel, and a lamp.",fullList,0.860665023326874,FALSE,"MC QA, EQA, CBQA, D2T, sentiment, summary, topic, paraphrase",generative
bigscience/T0_3B,broom-renovation,"The neighbors recently finished renovating their apartment. They are now cleaning up after renovation. They heard that they don't have any household supplies yet since they plan to move in next week. In your apartment, you have a vacuum cleaner, a hand brush, a shovel, and a lamp. One of your neighbors rings your bell and asks: Do you have a broom?",fullList,0.860043466091156,FALSE,"MC QA, EQA, CBQA, D2T, sentiment, summary, topic, paraphrase",generative
bigscience/T0_3B,broom-renovation,"The neighbors recently finished renovating their apartment. They are now cleaning up after renovation. You heard that they don’t have any household supplies yet since they plan to move in next week. In your apartment, you have a vacuum cleaner, a hand brush, a shovel, and a lamp.",fullList,0.851668179035187,FALSE,"MC QA, EQA, CBQA, D2T, sentiment, summary, topic, paraphrase",generative
bigscience/T0_3B,broom-snow,"You have a shovel, a hand brush, a vacuum cleaner, and a lamp.",fullList,0.777703404426575,FALSE,"MC QA, EQA, CBQA, D2T, sentiment, summary, topic, paraphrase",generative
bigscience/T0_3B,broom-snow,"You have a shovel, a hand brush, a vacuum cleaner, and a lamp",fullList,0.716537296772003,FALSE,"MC QA, EQA, CBQA, D2T, sentiment, summary, topic, paraphrase",generative
bigscience/T0_3B,broom-snow,"You have a shovel, a hand brush, a vacuum cleaner, and a lamp in your house.",fullList,0.700263738632202,FALSE,"MC QA, EQA, CBQA, D2T, sentiment, summary, topic, paraphrase",generative
bigscience/T0_3B,broom-snow,"You have a shovel, a hand brush, a vacuum cleaner and a lamp.",fullList,0.681647896766663,FALSE,"MC QA, EQA, CBQA, D2T, sentiment, summary, topic, paraphrase",generative
bigscience/T0_3B,broom-snow,"You have a shovel, a hand brush, a vacuum cleaner, and a lamp, but no broom.",fullList,0.663424432277679,FALSE,"MC QA, EQA, CBQA, D2T, sentiment, summary, topic, paraphrase",generative
bigscience/T0_3B,sweatpants-sleepover,"No, I only have pyjamas, a pair of leggings, shorts, and towels.",fullList,0.694704174995422,FALSE,"MC QA, EQA, CBQA, D2T, sentiment, summary, topic, paraphrase",generative
bigscience/T0_3B,sweatpants-sleepover,"No, I only have pyjamas, a pair of leggings, a pair of shorts, and towels.",fullList,0.680632770061493,FALSE,"MC QA, EQA, CBQA, D2T, sentiment, summary, topic, paraphrase",generative
bigscience/T0_3B,sweatpants-sleepover,no,taciturn,0.664310395717621,FALSE,"MC QA, EQA, CBQA, D2T, sentiment, summary, topic, paraphrase",generative
bigscience/T0_3B,sweatpants-sleepover,"No, I only have pyjamas, a pair of leggings, shorts and towels.",fullList,0.65941709280014,FALSE,"MC QA, EQA, CBQA, D2T, sentiment, summary, topic, paraphrase",generative
bigscience/T0_3B,sweatpants-sleepover,"No, I only have pyjamas, a pair of leggings, shorts, and towels in my closet.",fullList,0.652481377124786,FALSE,"MC QA, EQA, CBQA, D2T, sentiment, summary, topic, paraphrase",generative
bigscience/T0_3B,sweatpants-spill,"shorts, a pair of leggings, pyjamas, and towels",fullList,0.79977959394455,FALSE,"MC QA, EQA, CBQA, D2T, sentiment, summary, topic, paraphrase",generative
bigscience/T0_3B,sweatpants-spill,"shorts, a pair of leggings, a pair of pyjamas, and towels",fullList,0.776766300201416,FALSE,"MC QA, EQA, CBQA, D2T, sentiment, summary, topic, paraphrase",generative
bigscience/T0_3B,sweatpants-spill,"shorts, a pair of leggings, pyjamas, towels",fullList,0.759081602096558,FALSE,"MC QA, EQA, CBQA, D2T, sentiment, summary, topic, paraphrase",generative
bigscience/T0_3B,sweatpants-spill,"No, I only have shorts, a pair of leggings, pyjamas, and towels.",fullList,0.735389947891235,FALSE,"MC QA, EQA, CBQA, D2T, sentiment, summary, topic, paraphrase",generative
bigscience/T0_3B,sweatpants-spill,"shorts, a pair of leggings, a pair of pyjamas, towels",fullList,0.702820777893066,FALSE,"MC QA, EQA, CBQA, D2T, sentiment, summary, topic, paraphrase",generative
bigscience/T0_3B,umbrella-summer,no,taciturn,0.594939351081848,FALSE,"MC QA, EQA, CBQA, D2T, sentiment, summary, topic, paraphrase",generative
bigscience/T0_3B,umbrella-summer,"No, I don't have an umbrella.",taciturn,0.59358024597168,FALSE,"MC QA, EQA, CBQA, D2T, sentiment, summary, topic, paraphrase",generative
bigscience/T0_3B,umbrella-summer,"Yes, I have an umbrella.",yes,0.53871214389801,FALSE,"MC QA, EQA, CBQA, D2T, sentiment, summary, topic, paraphrase",generative
bigscience/T0_3B,umbrella-summer,"Yes, I have an umbrella in my storage closet.",yes,0.502471506595612,FALSE,"MC QA, EQA, CBQA, D2T, sentiment, summary, topic, paraphrase",generative
bigscience/T0_3B,umbrella-summer,file_photo>,other,0.496575266122818,FALSE,"MC QA, EQA, CBQA, D2T, sentiment, summary, topic, paraphrase",generative
bigscience/T0_3B,umbrella-rain,Do you have an umbrella?,other,0.623388886451721,FALSE,"MC QA, EQA, CBQA, D2T, sentiment, summary, topic, paraphrase",generative
bigscience/T0_3B,umbrella-rain,"No, I don't have an umbrella.",taciturn,0.578431963920593,FALSE,"MC QA, EQA, CBQA, D2T, sentiment, summary, topic, paraphrase",generative
bigscience/T0_3B,umbrella-rain,"Yes, I have an umbrella.",yes,0.521106898784638,FALSE,"MC QA, EQA, CBQA, D2T, sentiment, summary, topic, paraphrase",generative
bigscience/T0_3B,umbrella-rain,"No, I don't.",taciturn,0.503094613552094,FALSE,"MC QA, EQA, CBQA, D2T, sentiment, summary, topic, paraphrase",generative
bigscience/T0_3B,umbrella-rain,What do you have in your storage closet?,other,0.492617040872574,FALSE,"MC QA, EQA, CBQA, D2T, sentiment, summary, topic, paraphrase",generative
bigscience/T0_3B,postit-board,"A colleague is organizing a workshop at the office. They want to collect ideas for a new product with the team and gather everyone's thoughts on at the office whiteboard. In your office, you have whiteboard marker, a notebook, sticky bookmarks, and an eraser.",fullList,0.887596130371094,FALSE,"MC QA, EQA, CBQA, D2T, sentiment, summary, topic, paraphrase",generative
bigscience/T0_3B,postit-board,"A colleague is organizing a workshop at the office. They want to collect ideas for a new product with the team and gather everyone's thoughts on at the office whiteboard. In your office, you have a whiteboard marker, a notebook, sticky bookmarks, and an eraser.",fullList,0.881755411624908,FALSE,"MC QA, EQA, CBQA, D2T, sentiment, summary, topic, paraphrase",generative
bigscience/T0_3B,postit-board,"A colleague is organizing a workshop at the office. They want to collect ideas for a new product with the team and gather everyone's thoughts at the office whiteboard. In your office, you have whiteboard marker, a notebook, sticky bookmarks, and an eraser.",fullList,0.867573440074921,FALSE,"MC QA, EQA, CBQA, D2T, sentiment, summary, topic, paraphrase",generative
bigscience/T0_3B,postit-board,"A colleague is organizing a workshop at the office. They want to collect ideas for a new product with the team and gather everyone's thoughts at the office whiteboard. In your office, you have a whiteboard marker, a notebook, sticky bookmarks, and an eraser.",fullList,0.863939344882965,FALSE,"MC QA, EQA, CBQA, D2T, sentiment, summary, topic, paraphrase",generative
bigscience/T0_3B,postit-board,A colleague is organizing a workshop at the office. They want to collect ideas for a new product with the team and gather everyone's thoughts on at the office whiteboard.,other,0.840217769145966,FALSE,"MC QA, EQA, CBQA, D2T, sentiment, summary, topic, paraphrase",generative
bigscience/T0_3B,postit-reading,"A colleague at the office has to read through a lot of documents and wants to take some notes. At your desk, you have sticky bookmarks, a notebook, whiteboard marker, and an eraser.",fullList,0.865731775760651,FALSE,"MC QA, EQA, CBQA, D2T, sentiment, summary, topic, paraphrase",generative
bigscience/T0_3B,postit-reading,"At your desk, you have sticky bookmarks, a notebook, whiteboard marker, and an eraser.",fullList,0.864140868186951,FALSE,"MC QA, EQA, CBQA, D2T, sentiment, summary, topic, paraphrase",generative
bigscience/T0_3B,postit-reading,"A colleague at the office has to read through a lot of documents and wants to take some notes. At your desk, you have sticky bookmarks, a notebook, a whiteboard marker, and an eraser.",fullList,0.830400466918945,FALSE,"MC QA, EQA, CBQA, D2T, sentiment, summary, topic, paraphrase",generative
bigscience/T0_3B,postit-reading,"A colleague at the office has to read through a lot of documents and wants to take some notes. At your desk you have sticky bookmarks, a notebook, whiteboard marker, and an eraser.",fullList,0.802288234233856,FALSE,"MC QA, EQA, CBQA, D2T, sentiment, summary, topic, paraphrase",generative
bigscience/T0_3B,postit-reading,"At my desk, I have sticky bookmarks, a notebook, whiteboard marker, and an eraser.",fullList,0.800507843494415,FALSE,"MC QA, EQA, CBQA, D2T, sentiment, summary, topic, paraphrase",generative
bigscience/T0_3B,pot-garden,"Your neighbor is a passionate gardener. She is now repotting and splitting her plants on the veranda, but since they grew so big she ran out of pots. You are also a crafty person, so have different supplies stored in your basement. You have old cans, several pans, camping cookware, and ceramic plates.",fullList,0.917621374130249,FALSE,"MC QA, EQA, CBQA, D2T, sentiment, summary, topic, paraphrase",generative
bigscience/T0_3B,pot-garden,"Your neighbor is a passionate gardener. She is now repotting and splitting her plants on the veranda, but since they grew so big she ran out of pots. You are also a crafty person, so have different supplies stored in your basement. You have old cans, several pans, camping cookware, and ceramic plates. She asks: Do you have a pot?",fullList,0.897387504577637,FALSE,"MC QA, EQA, CBQA, D2T, sentiment, summary, topic, paraphrase",generative
bigscience/T0_3B,pot-garden,"Your neighbor is a passionate gardener. She is now repotting and splitting her plants on the veranda, but since they grew so big she ran out of pots. You are also a crafty person, so have different supplies stored in you basement. You have old cans, several pans, camping cookware, and ceramic plates.",fullList,0.895059585571289,FALSE,"MC QA, EQA, CBQA, D2T, sentiment, summary, topic, paraphrase",generative
bigscience/T0_3B,pot-garden,"Your neighbor is a passionate gardener. She is now repotting and splitting her plants on the veranda, but since they grew so big she ran out of pots. You are also a crafty person, so have different supplies stored in your basement.",other,0.894498586654663,FALSE,"MC QA, EQA, CBQA, D2T, sentiment, summary, topic, paraphrase",generative
bigscience/T0_3B,pot-garden,"Your neighbor is a passionate gardener. She is repotting and splitting her plants on the veranda, but since they grew so big she ran out of pots. You are also a crafty person, so have different supplies stored in your basement. You have old cans, several pans, camping cookware, and ceramic plates.",fullList,0.893356025218964,FALSE,"MC QA, EQA, CBQA, D2T, sentiment, summary, topic, paraphrase",generative
bigscience/T0_3B,pot-jam,"Your neighbor has a beautiful apple tree in their garden. They harvested a lot of apples and are now in the middle of cooking apple jam in the garden. However, she ran out of space for cooking the apples since there are so many. In your basement, you have camping cookware, several pans, old cans, and ceramic plates.",fullList,0.908022344112396,FALSE,"MC QA, EQA, CBQA, D2T, sentiment, summary, topic, paraphrase",generative
